sentiment,message,tweetid
0,"RT @chaplinlives: #IfTrumpWins we won$q$t have to worry about Climate Change anymore, because we will all die in a nuclear war before it kick…",707461737608568832
2,"Canadian Prime Minister Justin Trudeau Heads To Washington To Discuss Trade, Climate Change With Obama https://t.co/NTnYL5pmMz",707466163928899585
1,"Hayward: Building a consensus on climate change? Not so easy, after all. https://t.co/KSwJJ96mBT #communityscene",707569598472658945
0,"RT @AndrewCFollett: Scientists: Global Warming Will Bring Rain To The Deserts https://t.co/7L7BKXY6jN 

My latest via @dailycaller

#tcot #…",707588864534319104
2,RT @NSERC_CRSNG: Climate change could send venomous snakes slithering north https://t.co/auOdPusO2B @uOttawa https://t.co/RzhsQjn6Z2,707647859068432384
1,The US and Canada: let&amp;#039;s talk climate change - Energy Global #climate https://t.co/eNRo4I4AJd,707654998054838272
2,"RT @mashable: Global warming fueled record temperatures since 1930s, scientists find https://t.co/SdVrW3M7Nr via @ClimateCentral https://t.…",707721424115408897
2,"Global Warming Will Drive $q$Extreme Rain$q$ And Flooding, Study Finds: Whether you live in Seattle… https://t.co/T4vbq3fW7l | @HuffingtonPost",707754258385383424
1,"#DemDebate @CNNPolitics @CNN 
Any chance of talking about climate change?",707754501562867712
0,This is a thing?? https://t.co/Yion44GB8e,707755868121645056
0,....  https://t.co/0skaN4wAo3,707770279431372800
0,"RT @GRForSanders: Read @HillaryClinton$q$s climate change plan here: 

|￣￣￣￣￣|
|                    |
|                    |
| ＿＿＿＿_|
(\__/) …",707773971517669376
1,"RT @TomSteyer: Join @EvaLongoria, @JoaquinCastrotx and me tomorrow in Miami for our panel, $q$Climate Change &amp; Economic Opportunity.$q$ https:/…",707793588785127424
1,Answer the call from FL mayors: ask about climate change at the #GOPDebate @jaketapper @CNN https://t.co/i8GBoXhVKc,707806287212498944
2,Obama administration pays out $500m to climate change project https://t.co/glU4M8Qsgx by gogreenr12,707820749315301378
1,Greenland: Impacted by climate change: https://t.co/1OM0GIkd1M via @YouTube,707887494273110016
0,RT @cremechic11: It$q$s you people and your evil farts that are causing climate change 😭😭😭😭😭.,707907680359342080
2,Obama and Justin Trudeau of Canada Unveil Efforts to Fight Climate Change: The two leaders announced commitmen... https://t.co/hr965GHhxN,707953635431297024
1,"RT @bradleyj24: Refreshing to watch leaders like @POTUS and PM @JustinTrudeau engage on trade, climate change, and effective diplomacy #Can…",707973411109277696
0,@Bites_his_Nails  global warming has become eu swarming 😆😆😆,707987816609923073
1,RT @EvaLongoria: $q$@sweetparadise93: So glad I got to hear @EvaLongoria speak about climate change and Latino issues at #FIU ... https://t.c…,708038952704462850
1,RT @YouthLinkScot: Climate Change Champion sponsored by @KSBScotland goes to... David Hodson! Well done! #ylsawards16 https://t.co/61zUqSs0…,708058371090464768
1,RT @Polkameister: We have zero new policies on climate change and suddenly we are world leaders on climate change. Who buys this BS? @Rosie…,708063242149429248
0,CNN asks about climate change?? Whoa! A tough question! #shocker #gopdebate,708130348433977345
1,@marcorubio you are not in favor of clean environment. There is no denying that global warming is a fact.,708130802601689089
0,Pledge on climate change? Consensus? Not from Rubio:“Climate always changing... no law to change the weather.$q$ Says America is not a planet.,708130843282186241
1,"@BobbyPillote kasich just admitted climate change is manmade, I think",708131013021532160
1,Actually only one political party in the world does not accept the scientific consensus on climate change. Who could that be? #GOPDebate,708131560004784128
-1,"RT @larryelder: Rubio nailed it on $q$climate change.$q$ Climate$q$s $q$always changing.$q$ America $q$is not a planet.$q$ China/India still pollute. 
#G…",708132456147374081
1,RT @AnaKasparian: Marco Rubio is part of the disgusting virus in our political system that continues to deny climate change. #GOPDebate So …,708133205149425664
1,"RT @keithboykin: As a former Miami resident, it$q$s shameful to hear Marco Rubio ignoring the science that climate change is destroying the c…",708133246278569984
1,RT @TheDemocrats: The GOP on climate change. #CNNDebate #GOPDebate https://t.co/gFbL7ZHPBN,708133320463286272
1,Ahhhhhhhh! The truth! https://t.co/yH4bYxLFzQ,708134317021646853
1,"Climate change will flood Florida, but Marco Rubio thinks it isn$q$t real: 
Sen. Marco Rubio denied climate chan... https://t.co/wvGIUKIoUG",708141658378870785
1,"#Mashable Climate change will flood Florida, but Marco Rubio thinks it isn$q$t real: 
Sen. Marco Rubio denied cl... https://t.co/h9F0U3CgYV",708142022801010689
0,"RT @chrisdelia: Mediator: $q$Trump, what would you do about climate change?$q$

Trump: $q$I$q$d make the best deal ever with Mother Nature.$q$

#CNND…",708142929307672576
1,RT @AustinMurphy27: Worst response to climate change ever  #GOPDebate @marcorubio,708148461133303808
1,"😞 @LeoDiCaprio, help. https://t.co/AAaMafSIG0",708149224211255296
-1,RT @KLSouth: #Kasich is a global warming idiot. Does he know this is a Republican debate? Global warming is a complete hoax. #GOPDebate,708154452650295296
1,RT @HillaryClinton: Climate change is too urgent a threat to wait on Congress. Proud of the US-Canada announcement to take steps to reduce …,708267630684184576
2,RT @IISDRS: Preparations Underway for INDC Implementation | IISD #Climate Change Policy &amp; Practice https://t.co/Srj9HiPz9V,708284902488350720
0,"RT @KatiePavlich: So, we$q$re now talking about climate change. Still haven$q$t talked about Trump$q$s top man bruising a reporter or the First A…",708293099676536832
1,RT @HillaryClinton: Republican candidates deny climate change because they’re “not scientists.” #GOPdebate https://t.co/ApzqrcHleN,708314463032709120
2,"RT @MashableNews: Rubio with an interesting take on climate change legislation: $q$America is not a planet, it$q$s a country$q$ #GO... https://t.…",708331268535091201
2,A new report from the National Academies connects global warming to increased risk and severity of extreme weather. https://t.co/cNiRsZMME2,708395152608468992
1,RT @climatehawk1: Wondering how you can do more to fight #climate change? Check this out https://t.co/REdv3QKm43 via @grist #globalwarming,708411888737116160
2,RT @mpsmithnews: Obama fears climate change more than Islamic State - extensive interview in The Atlantic magazine https://t.co/Ke99MzrQJc,708462442095841280
0,@Christian_Cru2 @DavidCornDC People may forget Canadians haven$q$t yet gone batcrap crazy from the heat caused by climate change.,708488267050516481
-1,RT @REALStaceyDash: #GOPDebate: Why you shouldn$q$t overreact to the $q$climate change$q$ hysteria:  https://t.co/a8t9DxqLlv,708500442574102529
0,"RT @yosoyannlee: Global warming for k, that sounds familiar :) @itsShowtimena @ShowtimeTNT 
#ShowtimeSaturYey",708516663721795584
0,RT @CyrustheClown: If we painted Kim K$q$s naked selfie on a glacier would you finally start paying attention to global warming.,708517659751501824
-1,RT @AllenWest: Witch hunt: Look what Obama admin is planning for climate change $q$deniers$q$ https://t.co/xZSvYOcQrD https://t.co/l6I6xky9Nf,708527841042944000
1,"Because US of A can nuke ISIS any time they deem necessary, but not Climate Change. https://t.co/ECcaj03xVD",708625131694731264
1,"RT @TheTakeaway: Despite the campaign rhetoric, the next president will have to deal with climate change. https://t.co/XSQNF9XR7H https://t…",708720524570923008
1,RT @climatehawk1: Fox$q$s @BretBaier grossly distorts $q$#ExxonKnew$q$ #climate change scandal https://t.co/s5gyF4Mhu7 #globalwarming #journalism,708753979509968896
0,"@MissRBaller 
ask Siri about global warming p.s i love you you are the best YouTuber in the world",708777777101729794
0,"@SLW1 @MSNBC FYI, we call it climate change now.",708818044055752704
1,@leebeeowh @weatherchannel Global Warming is real. Look at Kilimanjaro.,708819571067650048
0,"ACCIONA entra en el STOXX Global Climate Change Leaders Index, un nuevo índice que responde al interés de los... https://t.co/rXRlxECYYl",708835033688236034
1,"RT @GLFWCF: Climate change, risk of terror &amp; lack of jobs are the big issues of the world today - @Ajay_Bagga #GLFImpact https://t.co/w8636…",708935460014264321
-1,"RT @nspector4: The QC, Alberta and Ontario government scam in the name of countering climate change https://t.co/6BMuy9nlUx https://t.co/Gr…",709031494778494980
1,Was Indonesia$q$s violence in the 90s related to changes in rice production (a proxy for climate change)? https://t.co/14bulD92LT,709046592247087106
1,Nice.  https://t.co/yVSprgclZv,709060797708824576
1,Hold onto your head! https://t.co/RXPTzoTMQh,709172172028252164
1,"RT @bassomar_omy: who are your friends? that is a question in #DemTownHall what a useless questions, ask about Climate change!!!! damn it.",709183039813758976
1,"There should be more questions about climate change and policy. Bernie had no Q’s, Hillary for ‘regulating’ fracking (ugh!) #DemTownHall",709199204304994305
0,"RT @Advanced_News_: Climate Change, “Skeptics,” and Models:  How #climatechange is repeatedly mischaracterized: https://t.co/ExGKjCrSZj htt…",709200810396262400
1,RT @scienmag: Science can now link climate change with some extreme weather events https://t.co/HtDj2MQSrp https://t.co/t4DLFW1t74,709212481114103813
2,RT @Maximpactdotcom: National Academy of Sciences report links extreme weather to climate change https://t.co/MFJ9e8ZEVD https://t.co/NPkP2…,709253984066768896
1,RT @ICRAF: Tony Simons @ICRAF DG: Need to fund rural economies to become more resilient to climate change. #IFF @UNEP @UNORCID https://t.co…,709303171617837056
1,#Pakistan$q$s big threat isn$q$t terrorism - it$q$s climate change https://t.co/piPMOT09se,709310379151794176
1,"It’s official: We can now say global warming has made some weather events worse
https://t.co/P9cWhnrJwf https://t.co/M0CfcFZNDj",709397005055840256
1,I wish people cared as much about climate change as they do their eyebrows.,709403753745686528
1,RT @RisingSign: The evidence for climate change WITHOUT computer models or the IPCC https://t.co/ilMLFOMtiL,709420713220907013
1,"#BreakThroughEnergyCoalition
It$q$s taking weeks 2 get a follow up response to my Climate Change Solution? R U serious https://t.co/I77oCAY2GR",709437876627333121
1,"RT @intelligencer: Climate change and conservative brain death, by @jonathanchait: https://t.co/BSHphfbCKk https://t.co/dKS2DvZdCy",709451767251992576
0,"Credit scores, climate change and the presidential election: If you have excellent credit, you probably believe in… https://t.co/caHKSnCYBF",709452844739330048
1,"Or at the very least, treat them with the same seriousness as we did the scientists of the Tobacco Institute. https://t.co/XaQJhgTfFT",709494671882514432
1,RT @KyleKulinski: Bernie says he views climate change as an imminent threat - like a military threat. Fantastic framing. #DemTownHall,709508155361853440
1,"Shell worries about climate change, but decides to continue making it worse - Grist: GristShell worries about ... https://t.co/jf8iI341FA",709508969706881024
1,There you go! Stop using natural resources &amp; go back to using ones that pollute &amp; cause global warming!!  https://t.co/NtIEEELTP0,709517948038344704
1,4 guiding facts behind MacArthur’s endeavor aimed at reducing climate change: https://t.co/kiHvLc4fxG https://t.co/YiyJxih8cY,709559831284158465
1,"RT @goldengateblond: At this point, I think climate change deniers should also have to deny a belief in gravity. And then we get to drop th…",709572639526785024
0,"Other people$q$s concern: Global warming, economy, nuclear energy
My concern: Nagpur mein India ko pehle batting krni chaiye ya bowling..",709645978438127616
-1,RT @danieljmitchell: Kudos to @marcorubio. Leftists use global warming as a ruse for massive government power grab https://t.co/PsvuHji9hl …,709690216429137920
2,RT @ex3Tory: BBC News - Climate change deal: $q$Zero carbon$q$ laws promised by government https://t.co/MfiGb8uJOa,709692908572688385
1,"The #US should take seriously climate change. So far, that hasn$q$t happened. https://t.co/TOMGi0dgeD",709713378088976385
0,RT @bobinglis: Shell says carbon tax better An oilman’s $7 billion refresher course in the economics of drilling and climate change https:/…,709743698511208451
1,RT @rainnwilson: Climate change deniers are similar to brain damage deniers in the NFL,709754178718056448
1,RT @Newsweek: Climate change is forcing Peruvians to adapt to dangerous levels of UV radiation https://t.co/AlmTgya8l8 https://t.co/t22FAnE…,709783345555574784
1,@McBuchie Explainer: how scientists know climate change is happening... https://t.co/loqWzHAafe,709785569249853440
1,RT @shailenewoodley: #BernieSanders #FeelTheBern today is our day to vote for the man who stands up to climate change and will take action …,709820047972306944
1,RT @primate7: Runaway global warming is far and away humankind’s biggest nightmare: https://t.co/QOVkzhTsVq #Florida Expel negligent fossil…,709824094020247552
1,"RT @NaomiAKlein: Bit of a misquote. I said $q$Stephen Harper didn’t even pretend to care...
But these Liberals, they raised hopes.$q$ https://t…",709834990117236736
2,"Climate Change Impacts Human Rights, Says UN Special Rapporteur https://t.co/eR6xOKlgGS",709848428453343232
-1,"RT @Love4Military: I Don$q$t Always Slap The Sh*t Out Of Hillary Supporters, But When I Do, I Blame Climate Change 😂 https://t.co/8W6ljHlgh7",709868502572777472
2,#3Novices : RESEARCH: Sea level rise from global warming likely to cause massive costs https://t.co/uk4RIEiIhk  A simple relationship betw…,709869369849937923
1,"RT @SenSanders: The next decade of action on climate change is critical - if we do not act boldly, we will not be able to avoid catastrophi…",709872395817852929
1,GOODBYE RUBIO!!! Global warming is as real as how shitty your campaign was :) take care @marcorubio,709899213337960448
1,"RT @natalieben: #Budget2016 $q$Budget for next generation$q$ - Generation Rent, Generation Massive Unpayable Student Debt, Generation Facing Cl…",710087485997641728
0,"New! Macerated Oranges: All credit due to Chicago (and possibly global warming?), we barely… https://t.co/RorXjaLAgh",710132751354228738
2,#weather Climate Change Replaces Global Warming as Preferred Term for a … – Bloomberg https://t.co/zu5qD86bvL #forecast,710134311068901376
0,"Hurrah 4 war, climate change &amp; fascistic $q$free-trade agreements,$q$ Trojan horses 4 corp. rule https://t.co/sOdhNMZcpO https://t.co/ehfLfPGW4h",710148001717616640
1,$q$Trees Deal With Climate Change Better Than Expected$q$ by TATIANA SCHLOSSBERG via NYT https://t.co/RV6penzheA #protegoAU #Science,710167069757677568
0,RT @JaredRussel: @allyjordan97 @rogue_dolwick build a biG OL$q$ WALL keep the global warming out of our country,710204471964516356
1,Women in Rural South Africa Take On Climate Change: This is the fourth post in our month-long #SheFightsPovert... https://t.co/LwVZnKQjdO,710205007962906624
0,Anyone Can Be A Good Runner — Here$q$s How: As global warming blesses much of the country with a premature sprin... https://t.co/U7arClxqcl,710216337977532416
1,Tourists banned from hiking on New Zealand$q$s glaciers  Fox and Franz Josef because the ice is melting too quickly from global warming...,710229883520036864
1,"RT @tinysubversions: Nah. How about:
1. Climate change
2. Fascism
3. Income inequality
4. Mass surveillance https://t.co/cgiaeSA77h",710248952323411969
2,"“Almost half of Australian voters say policies on climate change, renewable energy…will influence the way they vote” https://t.co/SYgO7ad84l",710262811935399936
0,Sorry hon. You are the crazy one with the claim that we don$q$t need modern ag. Stop trying to reverse the burden. https://t.co/Cq1XKMZTl0,710298999669067776
1,RT @atomaraullo: Let’s turn up the heat on Climate Change tonight! Part 1 of WARMER: 8PM on ANC. Watch it in HD on SkyCable ch 182! https:/…,710364970005860352
2,$q$Variability of major oceanic currents driven by climate change https://t.co/EsXknXXSjM$q$,710456029763522560
1,RT @BernieSanders: I don’t believe you can take on climate change effectively while taking money from those who would profit off the destru…,710468874802749440
0,Climate Change Author Speaks in Haverhill March 29 https://t.co/wYuMINYGBp https://t.co/8zuKudglJr,710478364956471296
0,RT @RyanMaue: $q$Over the last century$q$ ... not so sure about the warming during first half of 20th Century being human caused.  https://t.co…,710609493059608577
1,RT @SenSanders: Climate change isn’t just a problem for the future – the impacts are apparent here and now. We must act boldly. https://t.c…,710621108404232192
1,RT @StarbucksMY: Let$q$s bring the joy in conserving energy and reduce climate change during #EarthHour tomorrow! :) https://t.co/7qiyaSSakX,710652741530431488
1,"RT @huylerje: @deb_shelton The greatest problems we now face r global climate change, income inequality &amp;White privilege https://t.co/saG7u…",710689062030483456
1,"RT @UberFacts: Climate change may force transatlantic aircraft to spend an extra 2,000 hours in the air annually, adding millions of dollar…",710711889244909568
1,RT @ClimateReality: Climate change is no keg party! It’s brewing trouble for beer https://t.co/QBsfTVOQwR #StPatricksDay https://t.co/e8MKu…,710739072239546368
0,"RT @Left_of_Labor: The #Greens stuff a working Climate Change policy with Clive Palmer, now attack Labor seats this election.

#auspol http…",710742528316706817
1,"Without women, African agriculture won$q$t withstand climate change https://t.co/PluSZHNbdw",710751572960157696
0,"RT @roan_cano: I$q$m sure @JVillanueva2016, one of the senatoriables has planned for the urban poor in the Metro @dzrhnews #TESDAMAN
https://…",710755122557509632
1,"Why do I care? Climate change $q$will ultimately break our civilisation, and so scatter all that we obsess and care... https://t.co/Ut5RcoaG6G",710790437905297408
1,Top 6 Climate Change Problems - Suspicious0bservers - Climate Change | Space Weather | Astronomy https://t.co/SPj5KtUuxg,710809956404977664
2,San Diego climate change group holds first meeting: SAN DIEGO -- A working group formed to implement provision... https://t.co/pxNLULAtRa,710862155864629248
0,"RT @alanfranklin: It$q$s not just a river in Egypt, friends. #copolitics https://t.co/WE1kEVByiW",710890512740319232
2,RT @NatureClimate: US Defense Department Redefines Climate Change https://t.co/F1o8OlhDVS,710924709160947716
1,Is #capitalism driving #climate change? https://t.co/CFkr9XBH7I #climatechange @NaomiAKlein,710929960949719042
2,RT @ClimateNexus: Ontario pledges $13M to help indigenous communities cope with #climate change https://t.co/9VFqJTbkvS via @CBCNews,710969752219418624
0,I respect Clive James + his 80s TV contribution. But dodgy climate change pose aside his poetry has always been bad https://t.co/YbJMfPc0Ov,710973715459219456
1,RT @HuffPostPol: Americans finally realize that we cause climate change https://t.co/RMTJP028RY https://t.co/lSgYgPZixL,710984686802231296
1,RT @C_Phil_13: And this might be our president lmaoooooo https://t.co/zzXUUUVB8e,710991993397239808
1,RT @taylorgiavasis: Many humans don$q$t care about climate change because it doesn$q$t affect them personally at this moment,711009363331260416
1,"Urgent Choice: Without a Swift Switch to #Renewables, Dangerous #Climate Change May Be Imminent https://t.co/aZ3PHUeHmZ",711025113596989441
1,"RT @EnvGovMv: @EnvGovMv supports #EarthHourMV - This Earth Hour, Shine a Light on Climate Change. https://t.co/E4TQvijWko",711066100637667330
1,RT @9explore: This photo by Kerstin Langenberger shows how polar bears are being affected by climate change. https://t.co/H2xFElBvYK,711076512624021504
1,Technology in renewable energy key to mitigate climate change: Al Gore https://t.co/3FMtF7iHV0 #green,711096646306693120
1,RT @globalissuesweb: Why you shouldn$q$t trust climate change deniers https://t.co/ZQEuXkmRvA https://t.co/1YWuumc1Pa,711127236200570880
1,"RT @SEIclimate: At #Arctic summit, #climate change is inevitable and irreversible https://t.co/1ljOVfwJyk @MarcusCarson56 on KTOO https://t…",711164056690958336
1,But climate change doesn$q$t exist??  https://t.co/LasW6wWqob,711214522359533568
1,"RT @WWFCAfrica: Students, pupils take the cue from  Roger Milla, add their voices against climate change and plant trees",711262375425388544
2,Bad news for Americans flying overseas: Climate Change May Lengthen Trans-Atlantic Flights.  https://t.co/uOKhaRUVg2 #travel #overseas #cost,711269990650028032
1,RT @ISF_CZ: Turning off our lights. Saving our planet. Winning over the climate change. Making better and greener future. #ISFEarthHour 💜🌎😉,711276022860222465
0,"#Jobs,#Εργασία,Re-advertised: Individual Consultant - Strengthening National Capacity for Climate Change End of Pr… https://t.co/drB4qHnDBU",711396096384352256
1,"RT @EarthHourLK: Global warming is real,
Climate change is real, 
Your actions should also be real to make a difference! https://t.co/LFqXv…",711414556266991616
