11 - 11.3K

"sentiment","message","tweetid"
0,"Folks be saying 'the sky' when you ask them 'what's up' but don't be believing in global warming. Smh #staywoke",810429273777455104
0,"I need your email to send you question on climate change to include your views in my next roundup post",810434119083720704
-1,"No Scientist denies climate change, #climate is changing all the time, whether it be warming or cooling, it always",810445532632117249
-1,"I truly apologize for contempt of your 'religion of global warming' since I posted tweet I received what is akin to fatwa hate.",810460858082017281
0,"#diet driving global warming women's shirts online shopping",810468206762749952
1,"Unnecessarily contributing to traffic and global warming. Smfh irresponsible.",810469321747075072
-1,"Yet will be hailed a hero by the climate change mental heads ITS AGAINST THE LAW,TO KILL BALD EAGLES b",810472774225502209
1,"right wingers: there are only two genders. it's biology. you cant argue with science right wingers: climate change is a",810478699044892672
0,"must be global warming",810484352693993472
1,"A warming planet means a rise in parasites & heat stress for moose, who are dropping in numbers. Join us to help:",810484519535017985
-1,"No one told Bernie that it is -35 degrees in North Dakota, and he can call of his global warming protest.",810491124364300288
1,"GOP 1yr investigation into Flint shuts down, yielding NO new insights. Chaffetz solution? Redirect climate change $",810499854229192706
1,"When animals are going extinct at an alarming rate and global leaders think climate change is a joke",810508965297668096
-1,"Like global warming, you can't accept even the basic premise without having to swallow insane, hyper-partisan conclusions.",810511122704973824
1,"and with global warming - it is still true that most #GOP stare science in the face and FLAT OUT DENY the TRUTH!",810511147816353792
1,"File this one under 'climate change is not primarily an 'engineering problem''",810517627235958784
1,"Enviva’s Port of Wilmington facility comes online, helps turn the tide on climate change => #ILM #cl",810520797978697728
-1,"In man made global warming the role of man is to adjust the temperature record. #climatechange",810522835756220416
0,"Forecast: another 8 inches of climate change with record low temperatures.",810526561879195648
-1,"Gore & his money making scam of global warming is now known as climate change. The 70s warned of coming ICE AGE. YE",810537912949411840
0,"Maybe we should just blame Clinton for everything: global warming, Aleppo. We could even backdate to 9/11. Ridiculo",810544923296591872
-1,"Failed theories; the greenhouse effect, global warming, and climate change. The computer models don",810545036878233600
1,"Investing to make our cities more resilient to disasters & climate change #ResilientCities #Disasters",810551930795618304
1,"They also think President Obama is Muslim, Black Lives Matter are terrorists, & climate change isn't real.",810561025703641089
1,"how can you sit there and say global warming is not real like what",810561205555302400
-1,"How the global warming fraud will collapse",810580175465414656
1,"The Moron Theory: When climate change denial starts with a false conclusion & works backwards accepting only false premises. #cdnpoli",810586696513421312
-1,"No shame: Weather Channel propagandists create video manipulating young kids to push ‘global warming’ fears",810598544696606720
1,"'It's cold, I don't believe in global warming' is the dumbest comment to ever come out of someone's mouth. #climatecha",810598579580661760
1,"Trump's EPA transition team denies human impact on climate change. They're wrong & they know it. Here's the science.",810605821340086272
1,"It would be nice to put off worrying about climate change for a few decades. But the truth is we have no choice but to a",810608921446494212
0,"Beloit Wisconsin the global warming is killing me oh I forgot it is climate change will hurry up and change climate.",810610032370925568
1,"Given what we know about climate change, plummeting clean energy prices+economy of the future, we shouldn't build another",810614111335632900
-1,"no Russia did not hack#if Trump walked on water they would say he can't swim or blame global warming 4 frozen water",810618915344809984
0,"For their NEXT trick, they'll pass a law against rising sea levels caused by global warming!",810624169440407552
-1,"He dismantled the whole myth of global warming in 9 words. And some people say he isn't a genius",810629437108744193
1,"🇺🇸REMINDER🇺🇸 The majority of us... voted for Hillary🙋🏼 believe in climate change🌎 support gun-reform🔫 are pro-choice🤰🏽 b",810634548706938880
1,"Perhaps apart from climate change, this will likely be the biggest threat ignored by the incoming administration",810635700018167809
1,"California is a global leader on environmental issues. While other states debate whether or not climate change is real. #Cal",810641211413381120
-1,"Screw that old dyke. All her phoney rules are going down the river like Obammys. Totally made up climate change. Zero proof.",810643324545671168
-1,"'How the global warming fraud will collapse' #Jan20",810646955554729984
1,"Cities can pick up nations’ slack on combating climate change #C40 #auspol #wapol #SM",810648996549193728
1,"How to fight global warming | etribune, World",810659215282814976
-1,"I bet you believe in the lefts man made global warming theory",810663287830564868
1,"Yeah, it's called global warming you dumb Republican bitch. (who supported climate denying Republicans for years.",810664555802226688
1,"Humans are causing the sixth mass extinction- some causes are climate change, agriculture, wildlife crime, pollutio",810674707041320960
0,"Since this weather hit I haven't heard a damn thing about global warming🐸☕️",810678638425309184
1,"Imagine getting a perfect score on the SATs and then voting for a guy who claimed global warming was a Chinese hoax. Unlike",810678721556385792
0,"Remember to always call it 'climate change' not 'global warming'",810679398777180160
1,"Learn about climate change and help to inform others.A good place to start is this free online course",810683652099244033
1,"A drop in the bucket compared to rampant climate change.",810685817114992640
1,"Reduce global warming 😅",810716009363423232
1,"this global warming sure is getting out of control, the celebrities, the pope, and obama are right, it's hot",810717041166385152
1,"Paying people to stop cutting down trees is a cost-effective way to slow climate change",810721614602137600
1,"'Disagreeing' with global warming is like disagreeing that the sky is blue, water is wet and that humans need to breathe",810727297372323840
1,"#trump is a climate change denier, a chronic liar, an unbridled man given to conspiracy theories & wild ideas. Save us #ElectoralCollege",810731911228235776
1,"Knowing that climate change is real this is truly turning a crisis into an opportunity.",810744085719851008
1,"This picture shows how polar bears are being affected by climate change😟 || Photo by Kerstin Langenberger",810746424744935424
-1,"Al Gore is a fraud and refuses to debate global warming:",810752814376960000
1,"Heatwave in India due to human induced climate change !",810753950475583489
0,"why do people feel the need to blame taylor swift for everything that happens in the world? cancer ? taylor swift. climate change? taylor sw",810773591902081024
1,"GOOD! If the PEOTUS & EPA appointee won't fight climate change in the 2nd most polluting country, the rest of us ne",810798734619590656
1,"Heads above water: how Bangladeshis are confronting climate change via #MondayMotiv",810804037385932800
-1,"See Donald Trump was right. There is global cooling happening and not global warming 😝😛😛",810807115908423680
1,"The United States of climate change denial:",810808679058538496
1,"It's 69° on December 19th but there's no such thing as global warming. 🙄",810809855044882433
1,"Regional/Global seabird stresses like climate change and plankton/forage fish relocation are very hard to address at a single site level 3/3",810830694389874689
1,"It would be nice to put off worrying about climate change for a few decades. But the truth is we have no choice but to ac",810844228167368704
1,"yeah, you're right - nearly as bad as being a climate change denier ;-)",810857062590803968
1,"How plants helped 'buy us time' with climate change via",810862237204312064
1,"Nothing you say can change the facts. Human activity is now the primary driver of global climate change. Fact.",810863426968944640
0,"mugabe alone is worse than climate change",810867255999393792
1,"This is why climate change denial among the GOP irks me. A lot are the outdoorsy type and want their kids to enjoy the outdoors",810874761169534977
1,"#Climatechange goes far beyond global warming & its consequences. Learn more about #UNFAO's #climateaction via",810875861197062144
2,"Donald Trump was against climate change before he was for it",810881220221472768
1,"Impressively punchy piece on species extinction from climate change, pollution, agriculture.",810915547760259072
1,"2016 showed that climate change is here—and that we can stop it",810942072911859712
1,"Dear #Electors #ElectoralCollege, a climate change denier will head the . Likely roll back all progress & safety regs.",810953887054172165
1,"We elected a guy who said climate change was a hoax but the National Enquirer is real. That's why we point out he got millions",811002140105777152
0,"true, even the global warming is Taylor's fault. everything is Taylor's fault.",811017387176824832
0,"well the Heath ministers should've went disguised as 3rd dictatorships looking for climate change$",811028723508117507
1,"Worried a presidential candidate thinks climate change is a hoax? You should #ProbablyVote",811051509760847872
1,"My take on how Trump's memo to Dept. of Energy is a WITCH HUNT for climate change scientists in NEW REDACTED. WATCH:",811059589344956416
1,"My stepdad just 100% denied climate change and I'm FUCKED UP",811061508499091456
1,"Sadly it's not just climate change that is endangering the Reef.",811074622514819076
1,"Apparently, being a climate-change-denying blog commenter makes you an expert on climate change",811088215226466304
1,"Conservatives can be convinced to fight climate change with a specific kind of language via",811128512329424896
1,"Harry is advocating for the dangers of global warming every single day",811128666746945536
1,"Our new study: local temperatures may play an important role in whether people believe in climate change.",811167833531023360
1,"Great resources and support for climate change adaptation in Australia. #climatechange",811167843349774337
2,"James Mattis believes climate change is a security threat and catalyzed the military's fuel efficiency efforts",811168449527357440
2,"West Coast states to fight climate change even if #Trump does not",811190222440513538
-1,"POTUS was briefed on the climate change attacks that took place around the world yesterday",811202009575604224
0,"One group of dogs gets propagandized all day about global warming & being male & the other group gets doggie lollipops & unicorns?",811205282151989252
-1,"You might be a liberal if you'd rather fight climate change instead of ISIS.",811209101292224513
2,"Manhattan Project-sized effort is needed to prevent 'catastrophic' climate change, say scientists",811215214150557696
2,"Slowing down climate change isn't about “saving the planet.” It's about us.",811215248644591616
1,"'We’ve got a closing window of opportunity to deal with climate change” join's elite #Nature10",811221391693479941
0,"Map of UK and Ireland in 2100 with sunken cities because of climate change. Anyone know if the source is any good?",811231060554031104
1,"Thought provoking image of risk of climate change. Let’s be clear: unabated ghg emissions, our current path, will l",811232222334357504
1,"Trump names Scott Pruitt, Oklahoma AG suing EPA on climate change, to head the EPA #WTFtrump #trumpleaks #Resist",811244824766672896
1,"republicans be like: 'i don't believe in climate change and here's why' *links an article from a denier website with 0 scientific accuracy*",811257620787068928
1,"That's his most palatable quality! He's a hunter pal of the Trumps who denies climate change+is a glutton for oil d",811266438702854145
1,"“Here are 5 random people who say climate change is a hoax.” “Here are 5,000 scientists who say it’s real.” “See?! Th",811272827471097856
1,"I invent the term Cognitive Blindness and apply it to the climate change debate: #climatechange",811273784992923649
1,"When are we allowed to say that oily little climate change deniers who associate wind farm advocates with paedophil",811280672069394432
1,"EPA is climate change denier and Betsy devos...whoa",811294133000105984
1,"This climate change is no joke and us millennials will experience a future financial crisis.",811297307140366336
-1,"BlAme it on global warming!, Snow falls in SAHARA DESERT for only second time in living memory",811299273434431489
0,"After being stuck in my mentions for 24 hours about man made climate change, I pop out to find a conv about thigh-highs.",811305641658777600
1,"Going to miss him. Doing his best to protect us the best he can from a man who does not believe in climate change.",811337816382775297
1,"Yes, Mr. Trump, climate change is a 'hoax.' It's just an accident that this year will be the hottest on record.",811347091016531968
1,"The Dutch took their govt to Court for insufficient action on climate change. Can't we do the same here plus for treason sab",811353341573742592
-1,"#Snow in #Egypt for the first time in 112 years😳😳😳 That's global warming for ya🙄🙄",811358836611088384
0,"‘TILT’ is a 5 STAR, thought provoking, conspiracy thriller involving climate change.",811361197253652482
-1,"global warming is a hoax perpetrated by the chinese.",811370739643322370
1,"how about climate change study suppressions / misinformation what about that?",811374956873400320
1,"Santa, unlike climate change, is a made up notion!",811379289207828480
0,"Or all that money could be spent on how to help women with hot flashes. That's likely what causes global warming anyway.😳",811380420621152256
1,"Priebus says Pres-Elect Trump’s default position is that climate change is 'bunk'. Awful news for US & world.",811384859457425408
1,"Thank you for supporting our culture & helping #NorthernBeringSea build resilience to climate change.",811389450882285568
-1,"TOP Dept of Energy scientist was fired because he failed to toe the climate change agenda pushed by Obama.",811403774732496900
-1,"Good idea. I personally think gun control is the answer to global warming. It has to be the burning gunpowder that is doing it!",811420378568327168
-1,"I fell I can answer for - assumption that CO2 causes global warming is unproven.",811447489689632768
1,"If you fear the economic impacts of climate change, move to Canada (or Scandinavia)",811453455130914816
1,"You say climate change isn't real, overwhelming evidence says it is. Let's call the whole thing an embarrassing bli",811455345432219648
1,"Those who deny climate change deserve a quick death.",811456324143759360
1,"Well deserved award for #Rwanda's climate change mitigation and adaptation efforts given to Pres. .",811470904828035072
1,"Innovation is what's needed to counter global warming but with no w/sale access to the electricity Market there's n",811472040372731904
-1,"we said no to climate change crap under Tony. What gave them the power to ignore us. It was a mandate?",811486040863051776
1,"We need nuclear power to solve climate change | Joe Lassiter",811500403846250496
1,"Hey Good interview but you didn't mention climate change: it's bigger than terrorism, anti-de",811510780067647488
1,". you can add global warming to that list! Snow often marginal in UK, but some of these now cold rain instead of snow",811523697475469313
1,"Five reasons to be optimistic about climate change",811530674888904704
0,"Considering climate change is the issue voters are least concerned with in polls, bullpenning probably sells more copies!",811569075801509888
-1,"Tired of being told I dont believe in climate change, which is redundant term and everyone knows occurs. Real deniers o",811574289178705920
-1,"Obama fired top scientist to advance climate change plans. Barry wouldn't do that, would he? #tcot #ccot #gop #maga",811577476593893377
1,"Russian astronomers complain that climate change is clouding their night skies. , you have ur order",811586927677804544
1,"How progressive cities can lead the climate change battle #cities #climatechange",811587835585331204
1,"[Trump reads that it's the first day of Winter] See? I called it! I told you that global warming was a myth!",811590841143881728
-1,"$1000 to you Robin for a peer reviewed study showing man made global warming. I will wait...",811593951891353600
1,"Dear god what a relief to have a leader say climate change is a fact. #JustinTrudeau #yycchamber",811601325754462213
-1,"First Sahara desert snow in 40 years Must be global warming at work",811613630554918916
2,"Congress: Obama admin fired top scientist to advance climate change plans | Fox News",811613647411834890
0,"In exclusive interview - Santa appears to confirm global warming? :-)",811618764814946304
1,"Good morning everyone except climate change deniers",811621737821597696
1,"The Guardian view on climate change action: don’t delay | Editorial - #Climate #News procur",811621755961929728
1,"That is not 'good' that is climate change",811623757961986052
1,"There is always a bright side: Trump rejects climate change, but Mar-a-Lago could be lost to the sea",811624669841240064
0,"Does anyone think global warming is a good thing? I love Lady Gaga. I think she's a really interesting artist.",811624744822906880
1,"In Boston, who will bear climate change burden? #climatechange",811626716208709632
1,"Well now isn't that just magic, Donnie? No climate change anywhere. I bet that's sugar or photoshopped",811638806042447872
1,"Tune to @WBEZ at12:40pm (Central Time) to hear scientist Michael E Mann who boldly stands up to climate change deni",811641050590744577
2,"Mexico, a global climate change leader #TCOT #WakeUpAmerica",811641878609330178
-1,"actually only small number of scientists agree on climate change",811644026642399233
1,"Wasted food contributes to climate change #greenpeace",811647380680568832
1,"Probably right, but had to challenge him given he doesn't know if climate change is real or not. He should visit Tuvalu, Kiribati",811667272402026496
-1,"The same people left defending Darwins THEORY are liberal DEMS that also believe the fairy tale of global warming. Hmm",811668316116942848
1,"So u say climate change is hoax? Here is a picture from Saudi desert this morning.",811669399551836161
1,"Public transit will make a huge difference with climate change, but why does it always attract smokers and other white trash?",811674796090126336
1,"Trump is ALREADY persecuting people who work on climate change. WATCH:",811677752801763328
0,"Who needs to believe in climate change 😒👎🏻🌍 when you can believe in God 😜🙏🏻😇",811685215789842436
1,"Scientists analyzed 36 glaciers and concluded their retreats offer “categorical evidence” of climate change.",811688631480053765
0,"Talking science, festivals, climate change and Tinder (!) with today #media",811690898073485313
1,"when you remember that climate change exists, that the majority of people still aren't vegan and that the bees are",811694045957263361
0,"17 minutes into Peter Navarro's china documentary complais about how china is furthering global warming",811696253373452289
1,"You mean, add to global warming & more suffering for health & well being of Indian's. Put money into renewables! Au",811696337569779712
0,"Santa gives coal bc the North Pole is cold af he's trying to speed up global warming in 100 years his workshop will be be",811700531374784513
1,"2016 is on track to be the hottest year on record, but climate change is made up. Right.",811706136890146816
1,"If it’s hot outside, you’re more likely to believe in climate change; public perception of climate change, shaped b",811708381694029824
2,"Washington Post - Trump's pick for Interior secretary can't seem to make up his mind about climate change",811709415409651712
1,"It snowed in the fucking Sahara desert...try telling me that global warming isn't happening...",811720521784197121
1,"If we can predict the climate change from the adaptations of the areas the new climate is shifting from.. why not prep the areas changing",811720602872594433
2,"Mayors and Governors many in states that supported Trump determined to continue #climate change policies and plans",811723770771755010
-1,"Funny the same people who believe in climate change bc of science, cant accept that you're biologically male or female.",811727589987336193
1,"But global warming isn't real...",811727596358602753
0,"As far as I can tell, nobody other than the journalist is claiming this to be due to global warming!",811732266644897792
-1,"global warming'",811732313461686273
1,"5 ways cities are standing up to climate change via",811735385952940032
1,"Not even in office & Trump's ALREADY persecuting people who work on climate change. WATCH via",811737577506148355
1,"I think at this point, we can stop calling them climate change deniers. Reality Deniers is closer to the truth.",811738703995539456

11.3 - 11.6K

"sentiment","message","tweetid"
-1,"Don't you know climate change causes everything including acne. Biggest scam ever.",811744123153682432
-1,"Hey, maybe this is why the Obama admin can't find any 'scientists' who disagree with them on global warming",811746644584591360
-1,"But climate change is a hoax. Go back to watching the Kardashians.",811749972882309120
1,"'SEE GLOBAL WARMING ISNT REAL!' lol yeah but if you actually knew how climate change worked you'd realize this prov",811757519563587584
-1,"then they speak abt global warming..haha! Who believes that!",811761899733975040
-1,"That global warming hoax still gets traction though eh????",811770590184906752
1,"I'm dreaming of a white Christmas. But, due to rising global temperatures due to man-made climate change, that might n",811774206719430656
1,"For those who don't believe in global warming, start looking at reality before it is too late.",811776391226093569
0,"climate change,nothing a good creamsickle wont solve 😁😁",811783271700803584
-1,"climate change is fake, kids",811793039811223552
0,"You cannot come out right after a significant weather event and blindly blame it on climate change and still believe in science",811797651272400896
1,"If you’re looking for good news about climate change, this is about the best there is right now.",811806780292407296
-1,"the game's up. You've been bribed for YEARS to push BS global warming so that the globalists can RAPE us with a huge carbon tax",811807948913643520
0,"For my next trick, I'll say global warming is not a hoax!",811815763166318593
-1,"Sahara Desert gets first snowfall in almost 40 years, but the fake news media told me global warming is real!",811819965879726080
0,"muggles like: huh, a cloud shape like a skull... must be global warming.",811825596460367872
0,"global warming for sure,maybe someone should alert Al Gore and others....",811833402592661504
1,"[its di year 3205,water has risen, global warming has won,half of humanity is wiped out] exo ls:this wouldnt have happened i",811838517852696577
-1,"These global warming crackpots have lost it! Join us & enlist at . Patriot central awaits.",811860092089933824
1,"Thankfully the world's two largest nations - India and China - are out to do something about climate change",811862775760752640
-1,"#Solar activity, ocean cycles, & water vapor explain 98% of climate change since 1900, NOT CO2! #A",811866989715034112
1,"Emerging nations are leading the world on taking on renewable energy and tackling climate change!",811872180187316224
1,"Women can contribute to mitigate climate change if they have adequate access to information, training and technolog",811896271619268608
1,"I find it interesting that a lot of people who don't believe in climate change, believe that Noah built an arc because of cli",811896413810491392
1,"Why composting matters: Composting builds soil & mitigates climate change:",811911675142029313
2,"#inspired 8 kids take Washington state to court for not protecting them from climate change. #kickass",811912751283138561
1,"This is one sad effect of climate change: it's killing reindeer.",811925818326781952
1,"Man-made climate change denier at the center of the solar system asks - 'What's the frequency, Kenneth?'",811929193860763648
1,"completely normal. climate change is absolutely a myth. nothing to see here folks let's keep pretending the world i",811929320440659968
1,"Joanna, M4 15 says she felt she had to do something to fight climate change #GuiltyNotGuilty #OurClimateCrisis",811935723628728321
-1,"This climate change agenda is being sponsored by the very oil companies who they seek to harm - cap and trade taxation scam",811935853522124800
-1,"They push climate change down your throat so you don't think about the massive pesticide and plastic pollution that's go",811938200306548736
1,"I wish you'd addressed climate change in this interview. Seems like a major omission.",811968552446099456
1,"We all know about the threat of nuclear genodice and climate change but what about the capitalist dystopia that is definitely well underway",811969476035952640
1,"Believing in climate change is not optional at this point. Neither is taking action to save the planet.",811971562513530880
1,"You can tell global warming's a Chinese hoax because all those record breaking years are IN RED",811989977890488321
1,"This photo by Kerstin Langenberger shows how polar bears are being affected by climate change.",811998342142103552
0,"I used unrefined icing sugar to dust my Christmas cake scene and now it just looks like a desert. Bloody global warming. #sandstorm",812009422310481920
1,"that's the problem,this reluctancy,towards knowledge,reluctancy towards the acceptance of the fact of climate change..",812017737853792256
1,"Wow......the Chinese are soooooo good at this climate change 'hoax' smh....... I sure wish our next president had a",812024766060183552
2,"Millennials: In addition to housing affordability and climate change anxiety, have some nuclear existential anxiety",812032203831930880
1,"RT if you think our planet can't afford to have a climate change denier leading the EPA #pollution #drilling",812033237530787840
1,"Because global warming is a real threat!",812034210722709505
1,"This should not be normalised - climate change is real and humanity needs to take immediate action.",812036425025720320
1,"companies doing harms to climate change, they can drive a truck like this on Ibadan road bcos they have 'emission p",812038348206407681
0,"boy we liberals are gonna look really stupid when nuclear winter cancels out global warming",812042477066592256
1,"President-elect Trump has staffed his cabinet full of climate change deniers. Here's what that means for the envi",812046495369351172
1,"Seems like is willing to #ActOnClimate… when climate change threatens his property.",812047971919347712
-1,"Me looking for scientists that got rich by propagating the idea of climate change.",812048982104895488
1,"And yet climate change barely featured in US presidential election.",812051096545808384
0,"I went to a trial where the prairie plot was losing overall C from depth. No tillage, fert but less C. They blamed global warming",812051192230674432
1,"But it's snowing for the first time in 37 years in the Sahara so climate change must be a hoax! #sarcasm",812059375560859648
1,"The Guardian: On climate change and the economy, we're trapped in an idiotic netherworld.",812083400538341377
1,"So 's plan is to fight global warming with a nuclear winter?",812087499195580420
1,"This is the important news - Australia is failing on global warming with science haters in government #auspol",812095997975363584
1,"Exon knew about climate change. Promoted bad science defrauding investors #fraud #lies",812101876384727041
1,"It's not 'crazy El Paso weather' its global warming you idiots",812112079582797825
0,"In respect to Obama's climate change policies on his last Christmas in office Santa Claus will be driving non flatulent",812120492077301760
1,"Those who respond/tweet 'hoax' to every report we do on global warming and climate change should read this:",812122391082110977
1,"Trump’s line on climate change is even dumber than the “I’m Not a Scientist” defense: via",812136298525900800
1,"Proof that the National Post is the last bastion of oil payed climate change deniers",812139434602889217
1,"And rightfully so — Trump has said that he doesn't believe in climate change more than once 😞",812163517415563265
1,"I'm angry that we're not addressing climate change, and are destroying the precious Earth 🌏 in the name of corporate profits.",812165841638789120
1,"If global warming doesn't scare you and/or you don't care about it, boo bye",812181794556694528
1,"Literally all these countries are making such technological advancements meanwhile we elected a climate change deni",812187300968927232
0,"he's never denied climate change and that's not what this tweet is saying either",812204229599305728
-1,"Well I can not speak to the origins of the global warming myth but it being man made is nonsense 100%",812205364569575424
-1,"Evidently some of you have never seen that algore's chart shows CO2 levels increase FOLLOWING global warming, rather than preceding it.",812251964155236352
0,"if he was tweeting about global warming or gun control it would get him in faster",812269127247261696
1,"6 Reasons There's No Such Thing as a Meat-Eating Environmentalist #vegan #environment #climate change",812280913199513600
1,"Trump team now trying to purge federal employees who've worked on women's issues, climate change, and gender equali",812297164571414529
1,"World's fishing fleet to catch 25 billion fewer fish a year by 2100 unless more is done to stop climate change",812307783265751042
1,"Probably the most convincing link I've seen showing that it really is anthropogenic CO2 causing climate change:",812312174949494784
1,"Dear - 'Don't listen to the 'ignorant voices' on #climate change' - Dr. Ben Santer",812318890093060096
1,"Preparing for President Trump: 1) Nuclear proliferation 2) Denial of climate change 3) White supremacy Reckless. Careless.",812321633708802049
-1,"Hijackers are threatening to blow up a plane in Malta. Let's hold off on blaming climate change until we know for sure.",812324271024377856
0,"Melania from a man – we need global warming! I’ve said if Hillary Clinton were a man, I assume, are good people.",812367224270884865
1,"Health is the human face of climate change",812374777264414721
0,"Trumps solution to global warming is to create a nuclear winter.",812395485835231232
-1,"The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy or",812405659266383872
1,"Storing carbon in soils of crop, grazing & rangelands offers ag s highest potential source of climate change miuigation.",812409897191112704
1,"Must SEE | Cities fighting climate change: a hopeful story from 2016 #climatechange #greenshift",812418393638891522
0,"2017 the end of global warming.",812439966622031872
0,"Santa discovers undeniable proof of global warming as he sets off from the North Pole",812447770023841792
1,"They'll have to quit. Their new Scammander-in-Chief doesn't permit acknowledging global warming. Sorry.",812472588949549056
1,"First he asked for list of people who believe in climate change and women's rights. But now anti-terrorism experts?",812473694748450816
1,"Model v data proves humans have caused geographically-varying global warming-Model shows by cause&effect what",812475455475355649
-1,"There is NO global warming. Another lie from the left and the globalists",812506106001956866
0,"Older article explaining Russian oil thirst for Arctic. How climate change plays a role. Eliminating Middle East.",812509179583852544
1,"'It's warmer in the Arctic than it is in Thunder Bay, Ont.' Sorry, tell me again how global warming isn't a thing? 🤔",812515101274214400
1,"Trump has asked for lists of names of climate change scientists, women’s rights advocates, & now anti-terror officials",812519342848020481
1,"#RIPPiersSellers. He spent the last year of his life at work on climate change science because it is just that impo",812526320303349760
1,"If you choose not to believe in global warming, I choose to believe the guy wearing the Affliction shirt at the party won't start a fight.",812554041117048832
1,"So... climate change list was first. Then gender equality, now violent extremism.",812577012770607105
1,"#CETA goes in the opposite direction of our commitments to limit global warming below a temperatur",812582524094480384
1,"This is probably evidence of *climate change*, & not 'inclement weather'. You 2 buff",812606917507944448
1,"those days food was aplenty. No climate change, no drought/famine. Farmers weren't committing suicide",812610475623993344
1,"Waugal refers an indigenous global warming, habitat destruction and plaids and our friends don't care.",812612758457958402
-1,"January 20, 2017 is the day we end the climate change scam. On January 20, 1977 it was snowing in Miami and hot in",812652363932639232
1,"We have to collaborate and learn from awesome renewable projects like these to tackle climate change: 🌍 ⚡️ 🙌",812659113821761536
-1,"Obama could've spent the $678mil that he spent on climate change models, on things like helping inner city communities.",812689832325615616
1,"5 tips on how to talk climate change with your family this holiday season",812689835462795264
1,"97% of scientists believe climate change is man-made and causes rising sea levels of oceans. The other 3% believe Fran",812704067004878848
1,"In the US today, climate change IS a political belief. Which explains why arguing the science doesn't generally go",812706189238681600
-1,"The global warming is devastating California again today",812708216807124992
1,"About that time conservatives might start to accept the scientific method and climate change.",812708292313104384
-1,"The global warming is bad in Arizona today!",812741279331340288
1,"“the overwhelming conclusions of the world’s scientists that climate change is largely human-caused and needs immed",812742588151267328
1,"Rapacious consumerism and climate change #INDIGENOUS #TAIRP",812755953212788736
-1,"He did not care if people lost their jobs on the altar of climate change. Big mistake.",812757090406199296
1,"'Do what you can.' Actor and climate change activist gives tips on how to become an engaged ally:",812766500918542336
0,"climate change got me fucked up bruh",812770995480174592
1,"Here you can see who the victims of global warming are ...",812773370999738368
1,"Science proves the obvious: the Arctic heat wave is because of #climate change",812774360524226561
-1,"As usual, we're right again. Yesterday's hijacking was all about climate change. The hijackers wanted to trade Libya's",812791991046127616
1,"when u realize climate change will destroy the earth if immediate and drastic action is not taken",812792777755021312
0,"listen to only about 100 scientists about global climate change",812795940188917760
1,"Trump team has demanded names of people working to study climate change, protect women's rights, and fight hate groups. #L",812806339499933696
1,"i think my.... brothers... and dad..... don't believe in global warming......................................,,,,,,, wtf",812813728269946880
1,"Ok so. I am so confused with this weather here in Texas tomorrow is Christmas and the high is 73 degrees Fahrenheit.Umm global warming Mitch",812838727659692032
1,"When I was a kid it snowed all the time...yes, I do believe in global warming.' -Brian Frye",812855606210076672
