1,"Is this who we really want to be? A nation with a leader who promotes bigotry, racism, anti-women, anti-journalism, anti-climate change?",793180225093898240
1,#Halloween's ok but if you really wanna get scared watch this new climate change doc with,793180381470154753
1,"100% agree with on climate change. The choices in this election look to be 100 steps backwards, 50 steps forward, or zero.",793181583348002817
0,75 degrees in StL on last day in October. I am all for this global warming hoax!,793194244034863105
1,Y'all still don't believe in global warming SMH,793194502538268672
1,Everyone must watch #BeforetheFlood. Great documentary produced by & his team showing effects of climate change. Eye-opening,793194536608595969
-1,"you do understand that climate change is natural, not necessarily caused by humans. It snowed in Miami, and the atlantic froze",793195493568413696
0,"Google is being very odd, we know they manipulate search results, but I woke up to a climate change documentary loaded up on YouTube...(1/2)",793196495944097792
1,The human cost of climate change is too high.,793196617402679296
1,it's the last day of fucking October and it feels like fucking spring smh shout out fucking global warming one time,793197468116668416
0,"They ask me my inspiration I tell em global warming, too cozy",793198718279258113
1,Probably the scariest thing you'll watch this Halloween. Leonardo Di Caprio's climate change documentary,793200112382115840
1,Main emitters of greenhouse gas must help vulnerable countries like Madagascar avoid worst effects of climate change,793202953922473984
1,global warming is so real man.,793204322083274752
1,The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL,793206517629497344
1,watching docu. Funny you talk up doing something about climate change yet do nothing on #DAPL #NoDAPL #ClimateAction,793208140636364800
0,"1 of the benefits of global warming & international terrorism,is that more people are holidaying in England,ill drink to that",793210532618698752
1,He's hot headed and vindictive. He's pro use of nukes. He thinks climate change is a hoax.,793210870323109890
1,Thinking won't stop climate change,793211010949656576
1,"If you want to fight climate change, you must fight to #StopTPP says '",793211494317985792
1,#beforetheflood taught me more about climate change than my entire formal education!! insightful and bold!!,793211788762296320
1,Im constantly on the verge of a climate change rampage WE ARE KILLING EARTH PEOPLE WAKE UP,793212518965518336
1,12 #globalgoals are directly linked to climate change.,793213258824032256
0,"Trump wins election & he is now a catalyst for climate change in Wash. No more cush jobs, they will be accountable,nopension",793214420247805952
1,Global Climate Action Agenda at #COP22 Governments alone cannot solve global warming.,793217556702265345
0,What do you think of global warming?,793218337513668608
0,Damn I wish global warming was this good when I was a kid so I coulda trick or treated in 70 degree weather,793221791648854016
1,. is right to highlight the vital importance of upland peat in climate change.,793222064668831744
0,The worst thing about global warming is it allows people to wear flip-flops in public later on into the year.,793222266242740224
1,"270 minutes of debate time, zero questions on climate change or education policy. ISIS! Emails! NAFTA!",793222707894558720
1,Company directors to face penalties for ignoring climate change #auspol politicians should too,793223881913802752
1,Coffee must adapt to climate change and requires industry wide coordination.,793224089418756100
1,Saving forests is crucial to fighting climate change. WWF's Josefina Braña-Varela blogs for #BeforetheFlood,793226225196163072
1,for president... now he just needs to realize the reality of climate change amongst a few other things #ivoted,793226599202185216
1,"stp with the global climate change, put your efforts toward selling the sizzel EV's and PV's the key is more homes with solar #solarchat",793227585450872832
1,Leo's climate change documentary is so epic. He's amazing.,793227795388260352
1,Before the Flood wasn't perfect documentary but it got the message right: America isn't doing enough to fight climate change #,793230456875544576
1,"Clean energy proves there are real, solid solutions to climate change that make economic sense!",793233407845265408
0,People who denounce climate change be like,793237993733525505
1,Florida you need Dems in office to get things done with climate change!,793239188665622528
0,polar bears for global warming.,793243601744429056
1,climate change is not the only thing of importance going on in the world. Role of govt is not to try to be the sun.,793247145361014784
1,Fuck all the people who don't believe in global warming it's real and we need to actually need to pay attention to it,793250758699253760
1,"If scientists can't convince the US that climate change is real, how can its citizens convince eachother to change?",793251559421468672
1,We don't need to be an indigenous person to show support. Its time to treat the NATIVE right and take climate change seriously #NoDAPL,793253131689787396
1,.#BeforetheFlood on tonight puts focus on reality of climate change & need for action.,793253307531735040
0,Be sure to personally invite me to this like you said you did at the climate change forum. Never got it,793253637309038592
0,"Innocent babes not getting tattooed, still branded children of the climate change era. #Birthmark",793259955461783552
0,"the main goal is to protect species from over fishing and allow them to repopulate, not to protect them from global warming",793264678465961984
0,"My little Owlette saved halloween, the election, climate change, and negativity. She's SO SPECIAL!!!",793264925208514560
0,I want this but I live in Texas and every season is now global warming,793266755070144513
1,"Remember when #Trump bragged about committing sexual assault, disregarded the Geneva conventions, and called climate change a hoax?",793267301172801538
0,Talked about climate change/adaptation w/ the first-year engineers today.,793268550387372032
1,If you haven't watched this yet you really need to. climate change is only going to get worse.,793269881990852609
1,And people say global warming doesn't exist. So that's why we have summer weather in fall right? Okay.😂😂😂😂,793269957249339394
1,That's crazy that some politicians still don't believe in global warming.,793272751041765376
1,I doubt this would work. Plus it added more to existing pollution levels and worsened global warming,793273366580834304
0,Polar bears for global warming. Fish for water pollution.,793273431269773313
1,It's almost 90 degrees outside on Halloween and some of y'all are still denying the legitimacy of global warming 🤔,793276892124160001
1,"Very good, impactful doc from got to take big steps for a positive climate change #climatechange",793278339356123136
1,thank you for the eye opening documentary. If you want a real and true portrait of climate change watch #BeforeTheFlood NOW!!,793278618046574593
1,#SDG13 is a call to take urgent action to combat #climate change and its impacts.,793282241900052480
1,I'm not even ready to watch Before the Flood bc it's gonna make me hella emotional & angry at people for not caring about global warming,793282349416972288
-1,"Why don't you fucking global warming idiots just go away,! Get a real job for a change'.",793283530486874112
1,Watching Bill Nye the Science Guy special on climate change. One dude just leaves us 15 more years to survive. Doomed,793285466627813376
0,polar bears for climate change,793289555709263872
1,"Supreme Court, building on healthcare, climate change...#ButHillarysEmails",793291457616498688
1,Need bedtime reading? Our modeling paper on the effects of realistic climate change on food webs is out!,793294685322223616
0,is this climate change or just weather?,793299843103940608
1,Leo DiCaprio whining about his future kids not being able to see snow when the best way to stop climate change is to not have kids. 😒,793305117260967936
0,"sister, and his views on the pipelines, climate change issues is endgame for me. I can't do it.",793314530910699520
1,A must watch documentary on global warming.,793315285562449920
1,Highly recommend #BeforeTheFlood documentary on climate change for a truly terrifying wake up call this Halloween.,793321135739838464
1,"Not a single question about climate change in all 3 debates. Sad. No, really - sad.",793330915782995968
-1,"It's freezing outside, where the hell is 'global warming'??",793342333072932864
1,That's right. Aqueduct has an indoor studio. With climate change we can expect more aberrations at Belmont in the future.,793345017137995776
1,"why do people defend the leading cause of climate change, deforestation, pollution etc get over it it's meat",793347415860445185
1,Leonardo DiCaprio's documentary on climate change slays! 😍😍😍🌎❤️ Give it a watch on YouTube!,793350094158520320
1,Are we ready to take the necessary steps to reduce climate change through revolutionary energy evolution? #COP22,793358753307525120
-1,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,793362236177805312
1,Aus bus complicit in The Big Lie. Not poss to save Reef without tackling global warming,793364875821125632
1,We need to educate local communities about climate change & local strategies to tackle it- Mr Mungwe.,793388978431004673
0,"no paying taxes, give USA away for Putin, investment from China, sexual assaults,stupid 'bout climate change'll make us sink",793389003030474752
1,You need to watch Nat Geo's 'Before the Flood' with Leonardo DiCaprio. The most shocking and inspiring film on climate change.,793390861509914629
-1,Man has no significant effect on climate! Hence the name change from global warming hoax to climate change hoax!,793392468767150085
1,Minister's Op-Ed on Protecting the #GreatBarrierReef. No mention of tackling #climate change.,793393523760386048
1,Great piece: 'Building against climate change can either support vibrant neighborhood conditions or undermine them',793393805512826881
1,Political jibberish does not outweigh the fact that climate change is already beginning to damage world economies.,793402117134450688
1,You might mention that Hilary Clinton strongly endorses science and believes climate change is real.,793412760755396608
1,"Been watching #BeforeTheFlood this evening, I hope it helps inspire people to act to stop climate change - now!",793414919509057536
0,im telling u obama is behind it cuz global warming issues. 2 in matter of weeks.,793423438543151104
0,Deny climate change 'I pay my taxes' (but probably not),793424101096513536
1,"We don't need a 'war' on climate change, we need a revolution",793427262058164224
1,Tomorrow's Nov. 1st and it's suppose to be in the 70s but global warming isn't a thing y'all. No need to worry.,793428595066691584
0,1st November?? Surely no such thing as #global warming,793432262838718465
0,75 degrees in Chicago on November 1st...global warming but aye it's bussin,793436179974717441
0,What if this is the angle with which we can create a coherent response to climate change?,793437009817640961
0,press. #Clinton emails. #Trump calls global warming a chinese hoax. Clinton emails. Trump praises #Putin,793437823940427776
0,Hilary should appoint Barak and Matt to handle climate change.,793440066232324097
0,meaning the climate change pact likely has massive kickbacks for China,793440638146646016
1,Cartoon: If the media covered climate change the way it covers Hillary's email,793442161752702976
1,A high of 74 today the first day of November yep global warming is fake,793443240875659265
1,MYTH: you have to be a certain type of person to care about #climate change.,793444371009900544
0,"'Asked me what my inspiration was, I said global warming.' #youtoofuckingcozy",793445725053026304
-1,"80 degrees in November but global warming isn't real, liberals",793448627775479809
1,I clicked to stop global warming,793450877256404993
1,Hillary understands climate change is real and creating devastating problems.,793451643358568448
1,What's the ratio of email coverage to coverage of Trump and Clinton's climate change policies? Has to be 1000 to 1.,793452283841216512
0,When youre enjoying the warm weather but you lowkey know its because of global warming,793454689232617472
1,Time for Christmas music...but global warming won't let me get in the mood,793454971446448128
1,November 1 the high is 85 and the dude running for president doesn't think global warming is real,793455441070075904
1,#AHSS1190 How do you plan on convincing citizens that climate change is real & an important issue,793456728054571009
0,I hope global warming keeps it 84 and sunny in southern florida for the rest of our lives.,793457209355046912
0,"wow, 64 degrees in November?! this is global warming at its finest",793457928367775744
1,"Before the Flood: Watch this riveting, terrifying documentary on climate change",793462917735649284
1,And says climate change is a hoax. This will ensure America will be the bully that destroys earth.,793464041796673536
1,"Planet Earth has power. It doesn't ask: climate change, real? But it asks: what's this marvelous world worth to you?",793464489068953604
1,Meeting the world's need for affordable energy is perhaps the most urgent aspect of our response to climate change,793465082986500096
1,"not this year apparently, global warming kill us all",793468701366292480
1,Trump calls global warming a Chinese hoax. Clinton emails.,793470119871733760
0,Thank you global warming for giving us nice weather in November,793470149059866624
1,pls don't tell my global warming isn't real when the high today is pushing 90 degrees,793470488580333568
1,Nails it! 'This company is designing floating buildings to combat climate change disasters',793473794614538240
-1,hmmmm climate change isn't real!,793474950531121152
0,Americans are even less worried about Russia than climate change.,793475520037998592
0,"Niggas asked me what my inspiration was, I told'em global warming, you feel me? #cozy",793481685354573824
1,It's 80 degrees on november first climate change is real we're in a drought the reef is dead bees are dying donald trump might be president,793481896118321152
1,That's a good one. Shouldn't he be out denying climate change?,793482248028876800
1,These two young Ontarians won first place in the #Climathon (climate change hackathon) #Toronto.,793483293593251841
1,I don't know why people are happy over the fact it's 70 degrees out in November. It's called global warming.,793484883029000192
1,How do people chose to not believe in climate change,793485612623859712
1,70's in November? I officially believe in global warming,793485733323501568
0,Hillary Clinton not (evidently) to blame for global warming--GOP doesn't 'believe' in global warming.,793486254222565376
1,"An entire 1 hour and 40 minute documentary climate change, right here on Twitter.",793486760013627392
0,Thoughts on #BeforetheFlood + global warming in the next #Vlog? ;-),793488971540140032
1,The worst thing we can do for our #economy is sit back and do nothing about climate change.,793489521815891968
1,if you don't believe in global warming now then I truly don't know what to tell you,793490987616120832
0,He lectures poor Americans about climate change while leaving a million x bigger carbon footprint.,793491098425438208
1,"Because if you are a denier of climate change, you are a denier of your own existence.",793493137750646784
0,So apparently what global warming means for me is spending a lot of time being furious that it's warm & sunny #iwantFALL,793493269938339840
1,Our planet is not going to make it if we don't take action on climate change.,793494110250205185
1,'s #BeforeTheFlood is such a masterpiece. Never knew so many things were associated with global warming.,793494173798141952
1,'Investors can no longer ignore climate change. All are faced with a swelling tide of climate-related regulations' -,793495008129277952
-1,Sorry. I don't believe in climate change. I think it's a big sham to get more tax dollars that should be going elsewhere.,793495980322660352
0,Who the fuck taught to monopolize global warming... I'm spending $4.25 on a powerade to keep my ass alive in this heat,793496370615349249
1,"Instead they spent 6 years blocking all progress, denying global warming and attempting to nix the ACA, great job!!!!",793496804704813056
1,"'In terms of climate change, the debate is over.' - #StrongerTogether",793499838209937408
1,The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL,793502526356291584
1,"#NoDAPL: Either doesn't actually believe in climate change, or he's willing to shelve it for big business. Think about it #Berners",793502534916636672
0,Minnesota?? I want fall weather not winter weather. This is global warming at its finest,793502839867715584
1,Taking shorter showers and buying reusable bottles won't stop global warming.,793503262163034112
0,74 in November. s/o climate change,793506400425181185
1,"If we want to combat climate change, we must re-engineer our landfills",793507429069811712
1,was playing Christmas music at 12:01 AM. Well jokes on you Lucas it's 73 out rn and global warming is coming before Christmas,793511063367081984
1,"I'm creating a new think tank for climate change, would you join and post your tweet also at ?",793514589640163329
1,"Meat production is a leading cause of climate change, water waste, deforestation, & extinction.",793515579445506048
1,Fantastic day inspired by ambitious Scottish Public Sector action on climate change #ssnconf16,793515688501645316
0,I like how we're all just ignoring global warming lol,793516022300938241
-1,Obviously Istanbul is expecting some wicked climate change soon,793517175504068608
0,"Yeah, Leo DiCaprio travels the world to tackle climate change *on emissions-spewing private jets and superyachts*.",793517562340401152
0,An upside to climate change is that I'm wearing shorts and t-shirt on November 1.,793517999533678592
1,Want to help help fight climate change? Simple - go vegan. #WorldVeganDay.,793520954815021056
1,"So. The Green party candidate has endorsed a dude who says climate change is a hoax. Feel shame, Stein voters.",793521415420903424
1,Hey its november and its 83 degrees. Continue to tell me that climate change is a myth pls,793521724025409536
1,But I thought climate change wasn't a real thing and science is fake?,793521809664729088
1,One of the easiest ways to help combat climate change in your daily life is to stop eating beef.,793529131287744512
1,like police brutality or global warming or animal endangerment. not something petty like a damn green cup.,793530303298015232
0,I knew if it warmed up that someone would pull that climate change shit... Not saying it doesn't exist but come on,793533378121334784
1,84 degrees in Atlanta......in November..........do you still believe that global warming is not happening???,793535591069716480
1,It's literally 75° outside and it's november 1st global warming can,793536278184751106
1,When the weather is 75 degrees+ in November but you're also worried about climate change.,793539233549918208
0,If you aren't watching Leonardo's documentary on climate change then wyd,793541128532340736
0,come on motherfucker I'm getting real bored & fuck climate change,793542940618391552
-1,Liberals changed the term 'global warming' to 'climate change'; because it didn't. Only a $ laundering for Plutocracy #PoliticallyReactive,793544823579873280
0,Trump has secret island where he is making climate change accelerator!,793547512082726944
1,"#Wisconsin people, climate change is real Vote #democrat Stand against and show him actions speak louder",793548650987212800
-1,"1999: you'll die due the Y2K Bug. 2008: ditto, climate change. 2016: all you own will be hacked.",793551332984647680
1,"ahem, ahem, [coughing on smog] sorry. anyways, global warming isn't real",793551559179112448
1,It's fucking November and I'm still in t shirts and track shorts. You can't tell me climate change isn't real.,793552920759246848
1,"I used to look the other way at climate change issues, till I had to pay attention. It's real and saddening. We are killing everything.",793553070819074048
1,"76 on November 1st? Fuck this shit if you don't think climate change is real, wake the fuck up",793553594083672065
0,Leo Dicaprio is seriously concerned about climate change. Except when Canne film festival is on. Then he's concerned about boats and pussy.,793553679706185728
1,"Eating meat is a leading cause of habitat destruction, species extinction and climate change",793559832531959808
1,73 degrees on November 1st.. But global warming isn't real right?,793563925631475712
1,I do not understand how people still don't believe in climate change,793566985988759552
1,It's November 1st and the high today is 85° yet somehow people still say global warming isn't real.,793570106378969089
1,Everyone pls watch documentary #BeforetheFlood It is an important/interesting look at climate change.,793570797227012096
1,"We really don't have time to play politics with climate change, we need to start hurrying it along.",793572554891857922
0,"RBReich: I'm often told that climate change is a middle-class issue, and the poor care more about jobs and wages.",793573141335437312
1,First day of November and the high was 88 degrees. Good thing climate change isn't real.,793573325171748865
1,the weather SAYS '75 degrees' but it MEANS 'global warming',793574519180898304
1,Seriously? They're endorsing someone that denies global warming. They should be ashamed.,793576658464681984
1,I don't think Rubio is gonna lose although I'm not afraid to say he doesn't have my vote. 2017 and still denying climate change,793576677158842369
1,"No, climate change is NOT a 'natural cycle.' 10 ways we can tell humans are affecting it",793577222632247296
1,"v upset on this, the most beautiful day of 2016, because a) I didn't bring my camera to campus and b) climate change is terrifying",793577240923631616
1,Want to help help fight climate change? Simple - go vegan. #WorldVeganDay.,793578980775452673
0,Yo your mcm doesn't believe in climate change,793580630655152128
0,"I'm often told that climate change is a middle-class issue, and the poor care more about jobs and wages.",793586032314769408
1,"Watch #BeforeTheFlood right here, as travels the world to tackle climate change",793586707937521664
1,Taking shorter showers and buying reusable bottles won't stop global warming.,793586893321478144
1,We rly need to start listening to Leonardo DiCaprio because global warming is real & happening like how tf is it 80 degrees in November,793587540720705536
0,It's a man's world when it comes to climate change #auspol #thedrum,793588074584211456
1,What sparked global warming? People did. Here's how.,793590456395390977
1,"First day of November, but it feels more like June. And then we have all these people dismissing the subject of climate change.",793590650251964416
-1,"The Russians did it - oh wait, is this when we blame global warming",793591109209432065
0,Fact? I think #Geo #Engineering is mainly to try to get a grip of climate change personally,793592896842792961
1,Of course one candidate believes in the science of climate change the other dismisses it.,793592969827844104
1,The real battle against climate change won't be fought in airconditioned meeting rooms.,793598210887462912
1,One of the easiest ways to help combat climate change is to stop eating beef #BeforeTheFlood #RacingExtinction,793598296103190528
1,Thanks for the great documentary on climate change. It really hit home! Please check out this project,793606664276545537
1,don't come at me talking reckless about global warming not being real when it's 80 degrees in November.,793607904167198721
0,"It's November is Wisconsin and I just mowed my lawn. If this is a result of global warming, then we're on the right track!",793608976650805248
1,global warming ur ruining my fall pls stop,793612177248772096
1,I voted!!! Yes I voted for the crooked nasty evil one! Mostly because she believes global climate change is real. #imwithnasty,793612782323179521
1,happy november the high temperature is still in the 80s global warming is real and the natural progression of time means nothing,793622003303354368
0,"I certainly agree 2 the climate change argument, interconnectedness is not a threat.",793625054047244288
1,you need to believe in climate change! Do it and you have my vote. If not it's going to,793627262742622209
0,Whew. I thought they were going say sexism brought us 'global warming'.,793628702252888064
1,why should we invest in retirement when there's a high chance we'll die young from climate change?,793628849607016449
-1,"Asshole Leo dick-crappio made a climate change film(yawn). No one cares. Still, I put him on lifetime shunlist.",793630348231847937
0,75 degrees in Chicago on November 1st...global warming but aye it's bussin,793630536673665025
1,I can't believe people actually believe climate change isn't real. Wow. We do deserve to become extinct.,793632218035793920
1,"gotta admit you were right about global warming, dawg.",793635711211622400
1,"When China calls out Donald Trump on climate change, you know it's bad",793635918687068160
0,people touch the tippy top the the ice berg and think they can start global warming,793645361554268160
-1,more aviation fuel burned impacting the climate change hoax,793645632971939840
1,But seriously. This episode was from 2000 and they were debating climate change.,793648202423554049
0,Polar bears for global warming,793656085190246401
1,people who complain about how hot it is outside still but deny global warming,793659333368131585
1,"I'm just gonna put this out there.. If you don't believe in climate change or that racism doesn't exist, just unfollow me from life.",793660453868142593
1,This is nuts. The 'Green Party' is endorsing a man who doesn't believe in climate change.,793662953614487555
1,#DonaldTrump and #HillaryClinton need to get the message that the answer to global warming is not nuclear winter!,793664532036067328
0,global warming. Look up the origin - agenda 21 - 'one common enemy.',793665497023774720
0,my heart says nice weather but my brain is saying global warming,793671016283115520
0,"Despite the global warming, Alaska has had very little, if any, warming since 1977 (except Barrow), as shown below",793676934865563648
1,Whether you believe in climate change or not it's common fucking sense that we can't live without clean water and oxygen??,793678069324255232
1,It's almost 90 degrees outside on Halloween and some of y'all are still denying the legitimacy of global warming,793680191629381632
1,"Guys, go watch National Geographic / L. DiCaprio's doc on climate change, Before the Flood. It's free so no excuses.",793691146866139136
1,"Imagine, if you will, a world where the media covered climate change the way it covers Hillary's emails",793694595662118912
1,How do people argue climate change??,793695557722083328
1,"Standing Rock, climate change, bees becoming endangered, political corruption, & ppl still would rather watch the Kardashians and be sheep.",793698398733946880
1,"Harvest the sun during drought and the rain during floods, flow with the current of climate change.",793698936414347264
1,Trump calls global warming a Chinese hoax. Clinton emails.,793701660203724800
1,climate change is the greatest issue facing our generation and world.,793705254223171584
1,Fuck you guys global warming is serious as hell.,793705493931884544
1,"Women's rights, and climate change. Two reasons Trump needs to lose, and hopefully Democrats gain senate majority.",793724355674988544
1,It's not just Trump: GOP has made a pledge to corporate polluters to block action on climate change #unacceptable,793731940759269377
0,when i was a kid i always thought all star was about global warming,793733895481020416
-1,"It is complete madness to think humans can alter climate change, King Canute tried, & look what happened to him. GLUG, GLUG.",793736158836617220
0,pretty sure I saw an article saying that we'd get more global warming after brexit. Maybe it was on a bus?,793738281573814272
0,"Oh for Christ's sake, why not say border walls will make climate change worse? For cryin' out loud report on REAL NEWS?",793739487276916736
1,"Proportionally, human sources climate change is enormous. Climate changing rapidly.",793744349007937536
1,"Doug Edmeades (Prof. Rowarth's partner in EPA crime) is an 'out' climate change denier. Surprise, surprise.",793750793174134785
1,Coal restrictions are via executive actions. Donald WILL undo Obama's actions. Horrible climate change. It's not Cog Diff.,793752787272294401
0,"Dear Icebergs, Sorry to hear about global warming, Karma is a bitch, Sincerely, The Titanic.",793771684616556544
1,Imagine trying to convince yourself that global warming isn't real and instead a conspiracy.,793772874905612289
1,"Anybody who denies climate change, an existential threat to our society, is not qualified to lead at all at any social level.",793773440096280576
1,"Leonardo Dicaprio documentary on climate change is scary, we have all ruined earth",793776413212020736
0,New climate change web site attacks nuclear power while nuclear plant closures increase CO2 emissions.,793787828127698945
1,says we MUST stop Dakota pipeline. says we must 'reroute.' Who's got the better legacy on climate change? Your call!,793789680638685184
1,Excellent piece by on why denial is America's predominant political response to climate change.,793790458631745536
1,Not a hoax: There are two choices to address climate change this election.,793797763200872449
0,Tell me global warming doesn't exist,793799117960912896
1,$V #TreeH:Here's one effective solution to climate change: Put a price on carbon.,793805427146383360
1,"20)Unchecked climate change & a future where they may starve, lacking water and food.",793805755560267776
1,93% of all climate change studies support the claim that the earth's climate is warming at an alarming rate. 93%,793805756420141057
1,The effects of climate change are all around us if you're only willing to open your eyes.',793812641189953536
0,"they asked what my inspiration was, I told em global warming.",793819385689505793
-1,U.S. & Europe tried to get climate scientists to downplay lack of global warming over last 15 years,793822759113469953
0,Kinda makes you think that the goal of enviros isn't really to fight climate change.,793826832999182336
-1,good morning everyone except not those annoying orange climate change ppl,793830408655888384
-1,Who is driving the climate change alarmism? Listen and find out! - Climate Change: What Do Scientists Say?,793830419632300032
0,"Explains that there are good solutions to #climate change, but environmentalists are blocking them.",793835324829003778
1,It's so hard to refute the facts around climate change after watching Leo's documentary.,793835867945263104
0,global warming has actually been calm we're still at like 12 degree weather everyday,793837918569848832
1,it's 80 degrees in november and people wanna think global warming isn't real,793842492730900481
0,cold weather is my time to shine and global warming is really messing that up for me.,793843966810681344
0,why do we project what climate change will look like 30 years from now? Why not 1 year?,793844334898606080
0,Ok calm down global warming because I i just put away my shorts.,793844502956040192
1,"'...we face, income inequality, climate change, student debt - This moment in history is not the time for a protest vote.",793845520162848774
1,'He doesn't believe in climate change! Do you know how dumb you have to be to not believe in climate change?!',793850666871644161
1,"I feel like ending world hunger, saving animals from extinction, solving our climate change problem, and reforming our judicial system today",793854653939195906
1,"From college affordability to climate change, 'Hillary Clinton's values are Millennial values.'",793858265113300993
0,Clinton: I believe in science. I believe that climate change is real. (Convention speech),793861471620861952
-1,hate to burst your bubble but man made climate change ain't real and the environments doing just fine.,793863132628254720
-1,More fiddled global warming data: US has actually been cooling since the Thirties,793865689685594113
0,There's gotta be at least a 70% correlation between who's wearing sweatpants on campus right now and who believes climate change is a myth,793866597433769988
1,idk how people do not believe in global warming. thats wild,793867986473979909
0,Mugs asked me what my motivation was I said global warming,793868955278516224
-1,"..........and farting is the blame for global warming, jack a$$...I don't believe in global warming...just so you know!",793873277332647936
1,"Thanks, Obama...for making the U.S. more prepared to face the impacts of climate change",793873375592587264
1,"Keep in mind it's November and it's the Midwest. You, know, that climate change thing. The one that's not a Chinese hoax.",793875035488415744
1,I don't understand how people can think that climate change isn't real. You honestly have to be a special kind of stupid.,793875344331792384
1,"It took 89 degree temperature in November and ocean reefs to die for y'all to realize global warming does,in fact, exist.",793880384266117120
1,It's the beginning of November n I'm wearing jeans n a t shirt n sweating but y'all still think global warming doesn't exist,793881699910234112
1,#YourMCM thinks global warming was made up by China,793883606045192192
1,It's time for our leaders to stop talking about climate change & working together to solve it. Agree? Add your name,793886995370090496
1,So we do our own thing. We will be the generation that provides the most jobs while also being aware of the wealth gap and climate change,793892778975428608
0,In all seriousness. Them hoes adapting and it's not hard for them because of global warming,793893277216931840
1,If the media covered climate change the same way it covered Hillary Clinton's e-mails,793893732026384384
0,'global warming is a hoax by the Chinese government',793893750510645249
-1,Warmist fears arise over Trump plans to cut 'climate change' research,793895020260569088
1,I guess it's going to take 12 months of summer for people to believe in climate change,793897887587397632
1,it's a waste of wood and causes global warming tho. Killing trees for no reason,793900602501644288
1,"sorrow and misery, climate change, instable financial systems, ... - something is going wrong #world",793900695737004032
1,Good point! IS the candidate who might end global warming by bringing us nuclear winter.,793903058560249856
1,So I'm wearing a T-Shirt outside in November in Colorado.... but global warming isn't real right?!,793912635666231297
0,They'll tell you theyre doing it to save you from global warming. Theyre lying #OpChemtrails,793913627552120833
1,"It's November 2nd and I'm wearing shorts and a tshirt. But yeah, global warming is just a myth lol",793913642601181184
0,Seeing my photo on FB's sidebar about global warming.,793915270108708865
0,"Out here in short sleeves in November, global warming is pretty great so far",793915674041131012
