0,You can be wrong without being intellectually inferior. e.g. public opinion on climate change is behind where it should be.
-1,Climate Change: The Greatest-Ever Conspiracy Against The Taxpayer - #cdnpoli
0,something something global warming?
1,"“: #Climate change is coming for your maple syrup Not cool, #climatechange, not cool!"
1,"Climate Change This Week: Rising Seas and Super Storms, Solar Gets Cheaper, and More!"
0,Add a fortnight for Climate Change.
1,Oil companies deceived public about climate change. #SB1161 would help make them pay: #CAleg
-1,If your union rep or MP favoured the Climate Change Act &amp; you work in the steel industry it was they who shafted you
1,Texas GOP Congressman Claims Halt in Global Warming Climate Change denial continues.
1,"Thanks to climate change, 'there's a lot of white hares on brown backgrounds'"
1,Time Magazine Got Global Warming Right In 2006: ‘Be Worried. Be Very Worried’
1,Three new films look at the science and consequences of global warming from different angles
1,Cleanliness campaign an endeavour by #DrMSG 2 save envrnmnt frm global warming n serving mother earth #ServicesByMSG
0,This Climate Change better be chill cuz us Americans have a god-given right to be comfortable!!
0,"Climate Change for The Birds, or Not."
1,What role should oil and gas play in tackling climate change?
1,Watching global warming in real-time from a NASA plane. #EarthExpedition
1,"A step ahead by #DrMSG to make our planet green , pollution free n reducing global warming under #ServicesByMSG"
1,Clinton says she's progressive on Climate change but votes 4 offshore drilling and sells fracking #fixdemocracy
0,Meggs- should fed govt invest in automobile infrastructure when we are discussing climate change #prgrs16
1,Speak up for climate change it is really happening. #ClimateEdEntry
0,Kinda funny that of the Dem candidates only 1who has actually done something about climate change is Hillary Clinton
1,India's loss at WTO recently shows the hypocrisy of western world when it comes to act on the issue of climate change.
1,Strong effects of climate change on common bird populations in both Europe and the USA
1,Got Global Warming Right In 2006: ‘Be Worried. Be Very Worried’ via
0,"We could easily apply this logic to other things like too, oh, I don't know - climate change action. #prgrs16"
0,The moment Hillary Clinton lost her temper with a climate change activist
1,'Carbon pricing has become a cornerstone policy tool for tackling #climate change' via
1,"people who are confused about the current snow storm, hi have u ever heard of global climate change??? The seasons are going to flip"
1,Muslim Climate Action (MCA) is a group of UK Muslim organisations concerned about climate change.
0,What does April snow bring? #Shutup Global warming sickos!
1,Climate change warnings. Are we listening?
0,New comic: climate change protest.
-1,can you name me one thing that was because of 'global warming' I'm sorry I mean climate change
1,Roses are red Violets are blue Its snowing in April Global warming is real Vote for Bernie Sanders
1,Nuclear Power Is Too Safe to Save the World From Climate Change
-1,"If only you treated terrorism with the same urgency, considering it has killed way more people than global warming."
1,"Politicians, take note: Poll shows 75% of Americans concerned about #climate change"
1,Nuclear power is too safe to save the world from climate change
1,FACT SHEET: What Climate Change Means for Your Health and Family #NCAHealth
1,Trump Fan Scott Baio Proves How Dumb He Truly Is With Moronic Global Warming Tweet
1,MT : “What if we simply stopped making transportation investments that make climate change worse?”
-1,"why does the name change so often if settled science,global warming,global cooling,climate change,Heinz 57 sauce"
0,"However the scheme has been criticised by a group of climate change experts, the Climate Change Committee..more &gt;&gt;"
0,Some Whales Like Global Warming Just Fine
0,"question:N 25 yrs #BernieSanders has been N Congress, did he author a single bill signd into law re: climate change?"
0,So Gospel(Glaf News of Jesus Descending in 2080)I spread around the globe before its end by earthquakes and climate change'
0,Democrat AGs Go After Climate Change Dissenters #trending
1,Stop making climate change a political issue and protect our awesome planet
1,Yet state employees aren't even allowed to talk about climate change or else they're fired. Florida is dumb.
0,Satellites monitoring atmosphere for the past 18 years show little to no global warming. Interesting
1,Why Hillary Clinton is uniquely unsuited to this epic task of stopping climate change. by
1,Get the Facts: How Climate Change Can Affect Your Health
1,"OMG! , NASA Johnson &amp; pioneer climate change research with Oceans Melting Greenland (OMG) mission."
0,Lol. You're citing some buffoon named #RebelDiaz spouting climate change bs/lies as credible?
1,Discover 11 things you can do RIGHT NOW to curb climate change
1,Five arresting images of climate change that are impossible to ignore - Deutsche Welle
0,ever heard of global warming? Ice burgs are almost extinct yo
1,[SCIENTIFIC .A. EUA] Can Republicans Act on Climate Change?: San Diego mayor shows how there can ... vía J.A.M.V
0,What did say about climate change in his recent visit to Cuba? #CubaVisit
1,"Oil giants spending $115 million annually to block climate change action--i.e., to make sure planet overheats"
1,Sanders understands something key about dealing w/ climate change (that Clinton doesn’t): It can’t all be win-win.
-1,climate change is real however the AGW side of it is undeniably over hyped. NY city is supposed to be flooded
1,"Now, ExxonMobil and Chevron must allow a shareholder vote on climate change disclosures"
1,“The cost of investing in clean energy now is far cheaper than paying for the consequences of climate change later'
0,I think CEI's position on climate change is somewhere between wrong and nutty. But this subpoena is scary stuff.
0,Japan's first-ever - / the climate change is not a hoax / damn serious / face hefty fines / bone-dry / what S looks like
-1,If Muslims caused global warming what would the dems do?
1,A polar shift due to climate change is the definition of the #anthropocene
-1,If it's drifting: Global warming. If it's not: Global warming. These scientists are highly intelligent idiots.
1,See Dramatic Views of Climate Change From Above
1,Ck this out! US Judge cited Netherland's decision in climate change case!
-1,Why don't we tell Obama that ISIS are breaking climate change protocol so that he will finally get tough with them?
1,Global warming is making the Earth tilt on its axis
1,global warming is alive and real.
1,VIDEO: Bernie Sanders: Climate Change is the Fight for Our Future #NotMeUs
0,"Next topics: climate change, traffic, urban concerns #PiliPinasDebate2016"
0,All VP bets think the Philippines is not doing enough to address climate change. #PiliPinasDebates2016 #Halalan2016
-1,Spoken by Worst Potus👉USA! Believes 100% Taxation of People! Hates Capitalism! Climate Change=USADestruction! #Liar
1,"In big win, federal judge refuses to dismiss kids lawsuit against oil giants over global warming."
1,Good reminder about everything we know about how to talk about climate change: there’s no one-size-fits-all approach
0,YOU PROMISED ME GLOBAL WARMING.
1,"Clouds appear to contain less ice than realized, making it harder for them to slow global warming"
-1,Obama says don't give in to fear over Islamic State while trying to scare us about 'climate change' Another hallmark of #Omerica
1,to understand the adaptation &amp; mitigation of climate change impacts on agriculture &amp; food security
1,People Still Don't Get the Link between Meat Consumption and Climate Change
1,"Earth's poles are drifting due to climate change, study suggests as government expands #fracking, #FossilFuels"
1,Sarah Palin Just Made The Dumbest Move Ever: She Signed On To Debate Bill Nye On Climate Change
0,Song about Bernie Sanders &amp; Citizens United w/cartoons - Climate change at :33 and 2:20
1,Climate change is messing with the axis upon which our fair planet spins
-1,"Under the Obama Administration,There Will Be No Victory Through Air Power Unless You Count 'Climate Change'Breitbart"
1,"'Climate change is above party politics' says H Anderson SNP, who notes need to include agri, edu, renewables and waste #enviromatters2016"
1,CLIMATE CHANGE IS SO URGENT. WE ARE KILLING THE PLANET AND EVERY BEAUTIFUL THING ON IT. FOR MONEY. CAPITAL GAIN. WHY
1,"What #climate change means for you: more death, more disease, more allergies via #divest"
-1,While Samantha Power &amp; John Kerry are concerned w/ 'climate change' &amp; 'gender bias'...just ignore #Russia
1,Climate change is simple: David Roberts at TEDxTheEvergreenStateCollege
-1,Oil industry knew about climate change before we landed on the moon - Most people then knew the climate changes.
1,Nature's Last Stronghold: Scientists think this place can protect us all from the effects of climate change.
1,Bernie Sanders: the ONLY Candidate Making Climate Change a National Priority #NYPrimary #NYC #NewYork b
1,"Transit is essential to responding to the challenge of economic growth, an aging population, climate change and accessibility #HTCTAReview"
0,"says plan for climate change is not enough, she says his is not doable. #DemDebate"
1,Mountain people bear brunt of climate change: David Molden
0,I'm like an angel #OddEvenBegins Got glowing skin Pollution none Global warming gone La la la 👼
-1,#LeftistLUNATIC Climate Change Lies Continue!!!! Senator Goes OFF On Catholic Priest For Questioning Global Warming
1,There are enough evidence to proof global warming exist. The clowns in the republican party don't believe in global
1,This toxic incrementalism is the antithesis to a the bold action needed to address Climate Change. #DemDebate
0,Michael does have a point about climate change.
-1,😠😠😠😠😠😠 Climate change is pure BULLSHIT.
1,Mitigate climate change. Stop eating hamburgers!
1,The oil industry knew about climate change before we landed on the moon
-1,Do the Adjustments to Land Surface Air Temperature Data Increase the Global Warming Rate?
1,A new study on climate change estimated the risk to all financial assets and portfolios. It's big.
1,"co-founder is delivering the Hobart Oration, reflecting on the great sadness of climate change"
1,"Visited #ScienceExpress, an initiative for awareness on climate change by ,Earth Sciences &amp; GoI depts"
1,'British scientists will soon be blocked from speaking out on key issues– from climate change to animal experiments'
1,Climate Change Is Messing with Earth's Axis via
1,The heroic stories of the people being displaced by global warming
1,Morocco trash pickers help fight global warming
-1,BILL NYE IS A FRAUD I ALWAYS SAID IT. NEVER LIKED HIS SHOW NEVER LIKE HIM ALSO HE THINKS GLOBAL WARMING CREATED ISIS
-1,UN exec sec on Climate Change states goal is not environmental but to end capitalism AlGore BS!
1,"Portraits of the lives affected by flooding, bringing home the impact of climate change"
1,Global warming is the greatest warning and it can be tackled by humanitarian deeds #MSGthoughts
-1,"20,000 years ago, Chicago was buried under a mile of ice. 97% of experts say that climate change is caused by humans."
-1,"The clouds have lifted, and the full devastation of global warming is now visible."
0,"What is that hum? Oh, it is the hum of the building's AC in April and a warning of our eventual demise thanks to global warming #spring"
1,"If climate change continues, we can expect a large rise in sea level (2 m?) this century,"
1,Global warming may cause as much as a 70% loss in wine availability by 2050.
1,I wish people cared about climate change as much as they care about their eyebrows.
1,do you guys seriously want a man who 'doesn't believe in' global warming running our country? for fucks sake
1,"NASA just called out Climate Change deniers on Facebook, &amp; it was glorious #ClimateAction"
0,Next on Fox News: 'Snapchat inadvertently causes pile ups throughout the nation.' Later: 'Why homosexuals cause global warming.'
1,Hillbot's denial of how money corrupts our government is the same as conservative's denial of global warming.
0,Would we have been so tardy with climate change if our planet was getting cooler instead of hotter? #ShowerThoughts
1,Climate change isn't just wrecking the planet — it will also have a “devastating effect” on human health. #miccheckdaily
1,#Salon #LiberalNews It’s too late to halt climate change and our society is doomed — but w... #UniteBlue #Liberal
1,"#Comic strips that raise issues like sustainable design, carbon footprints &amp; climate change-"
1,"Just seen a Global Warming is a scam tweet, not sarcastic, obviously. In 2016. Just nuke this place ."
0,I thought Obama's biggest concern global warming. Don't big jets pollute the air? Hmmm!
1,"#China Mary Ellen Harte: Climate Change This Week: Avoiding the Heat, All Weather Solar C... via"
1,The #oil industry knew about #climate change before we landed on the moon
0,"I liked a video from Climate Change! Ganondorf Amiibo, 3 Hearts on Hero Mode | Zelda"
1,Times's (and its not just the Times!) climate change coverage 'distorted' and 'poor quality'
1,"While climate change is beginning to be felt, the worst is yet to come unless action is taken NOW"
-1,"In Australia, Climate change science not settled: Brandis via"
1,We humans R responsible for 🔥Global warming🌎🌞 &amp; Its our 👮🏻duty to save those who are effected by us 🐂🐤🐦#MSGrequest
1,Every leader needs to start seeking solutions like this one. #ChangeTheWorld #ClimateAction #OneWorldOnePeople
1,Let's stop climate change once and for all and keep this planet safe and sustainable for ourselves and future generations. #EarthDay
1,Climate change negatively affecting agriculture
1,"No one, in any nation can avoid the impacts of climate change - Friday is #EarthDay"
1,Climate change is a global challenge that must be solved collectively. #ParisAgreement
0,"Jack Reed is at fault for global warming, petrol prices, the hole in the ozone layer, everything"
1,Plant a tree on #EarthDay Breathe clean air &amp; combat climate change. Join the movement &amp; help Mother Earth🙏
1,We’re Perilously Close To A Permanent Crossing Into The Global Warming Danger Zone Or Something
0,Islamic Discourse on Climate Change
1,Climate change is forcing polar bears to swim for days to find solid ground
1,"On #EarthDay, a look back at those fighting the scientific establishment on climate change"
-1,"With Ice Growing at Both Poles, Global Warming Theories Implode #EarthDay"
1,#MSGappeals Global warming is the result of dirty environment.Do plantation to save earth
1,On #EarthDay let's recognize a politician who gets the threat climate change poses to our planet and to our species.
1,GdnDevelopment: Want to beat climate change and achieve sustainability? Try paying your taxes | Tove Ryding
-1,Global warming is a Zionist Freemason hoax #EarthDay
1,The #ParisAgreement is signed! A historic turning point in the global fight against climate change! #Sign4Climate
1,"'Climate change is real, it's caused by human activity' - #PlanetBernie Reason15297"
1,leads by example when traveling to climate change meetings. cc -- #cdnpoli
-1,Meme Brilliantly Exposes Liberal Climate Change Fraud
1,Fast to sign a good sign! #ParisAgreement #climate change
-1,Meme Brilliantly Exposes Liberal Climate Change Fraud | The Federalist Papers
-1,I liked a video New Movie Exposes Global Warming Lies Once And For All
0,shit i kinda want this to happen for some global warming type of heat 🔥🔥🔥🔥
-1,"Obama’s Global Warming Plan Cost Poor Americans $44 Billion, Raises Taxes By 166%"
1,Tribes have up close perspective on climate change
1,Another result of climate change: Bacteria that eats you via
1,#MSGappeals ...everyone should plant trees. It save us from global warming.
1,Mind boggling. Climate change is affecting the way the Earth spins
1,#HinduRatnaMSG Much more than plant trees to reduce global warming.
0,Becca Speaks On Climate Change SDGs 13
1,Climate change will wipe $2.5tn off global financial assets: study #keepitintheground
0,Not really! Thought we had global warming???
1,Nations must follow through on climate change pledges -
-1,"The Global Warming Hoax, Paris Climate Accord and NWO Global Governance #globalwarming"
-1,Jerry Brown goes dictator on Climate Change - American Thinker (blog) #climate
0,"Of crse black men r 2 blame 4 Lil Kim's madness! Let's not 4get global warming, institutional racism &amp; the assassination of JFK! Guilty!!"
-1,'Scientists on climate change'. Sounds like a political lobby group to me.
1,Can mountain-climbing bears rescue cherry trees from global warming?
1,"#ThingsBernieHates MSM that doesn't talk about issues wealth/income gap,climate change,corrupt campaign finance system"
1,"What does the 97% consensus on man-made climate change really mean? Put this one to bed, deniers"
-1,"Heroin,not global warming,kills 23 people in Ohio every week"
0,Someone mapped the Twitter Climate Change convo. Legit amazing. Fave Aus tweeters feature.
0,O There: Spitting in their eye and calling it an opinion. O Here: pissing on our shoes &amp; calling it climate change
1,The way ted cruz tries to deny there's any link between terrorism and climate change is hilarious 😂😂
1,#CleanAirAct #Texas Climate change: 3 things the state’s new Clean Air Rule must include
1,Black Bears Can Help Fruit Trees Escape Climate Change via
-1,Global warming is an INVENTED Democrat farce / we have 1000 years of coal reserves / Why? #MakeAmericaGreatAgain
-1,who are these fucking socialists that buy $XOM just to put stupid proposals before the board w/r/t global warming and reports on women
0,Hilarious bottom line for why some people just don't care about Climate Change.
-1,"What do Enron, Al Gore, UNIPCC, Climate Change Environmentalism, &amp; Kyoto/Paris have in common? Use C02 as CRISIS KEY for UN-run world govt."
-1,"It's called the seasons. You're seeing things that are normal. No global warming, man made or natural. UN Marxism."
1,Call climate change what it is: violence | Rebecca Solnit
1,It's May in 4 days and it's currently hailing/snowing. Global warming is totally fake though
1,Denmark is debating the merits of a red meat tax to fight climate change: #Cowspiracy
0,NEW | Editorials: Where UK newspapers stand on climate change and energy |
-1,"global warming data is adjusted, not raw data. It's an effort to force an agenda of control. #read"
-1,"With Ice Growing at Both Poles, Global Warming Theories Implode"
-1,So crazy that the only people in the world who know the truth about climate change are American radio talk show hosts.
1,1 in 6 species is at risk of extinction because of climate change. We can fix this. #climate change via
0,OPEC Oil and Climate Change via
1,"Climate Change Is Driving Ocean Oxygen Levels Down, And That’s a Big Problem For… #NotMeUs"
1,Climate change may be coming for your wine
1,You dont believe in climate change? You haven't researched it and you are slurping up fox news like a bowl of cereal milk.
-1,This weather needs to make its mind up... Had all 4 seasons in 1 afternoon... Global warming my ass
-1,I liked a video Phony Scientist Bill Nye Wants to Arrest and Jail Climate Change Deniers? (Church of
1,"Millennials love clean energy, fear climate change, and don’t vote. This campaign wants to change that."
0,Confusing ad for Fathom event about climate change ends with 'Special guest Sarah Palin' with tag ClimateHustle -Me: OH FUCK OFF *Applause*
1,Pres.Obama's #CleanPowerPlan is the Key Part of U.S Leadership in Fighting Climate Change. #UniteBlue #TNTweeters
1,"Today,amongst the teeming rain, working on climate change issues,sustainable design of buildings,and envying those on a long weekend!"
1,Shocking study: Half of leading investors ignoring #climate change
1,We're over being bummed about climate change and ready for solutions.
0,Gardening to Beat Climate Change by Thomas Christopher
0,"it hailed in may, GLOBAL WARMING AND I BLAME DONALD TRUMP"
0,Sanders bringing back his Trump/climate change riff: 'Trump is a genius at everything ... he's also a brilliant scientist'
0,#Flipflopper gotta be pro- #coal in coal country. #Votes before #Climate.
0,"Why are we always wearing metal in the future? With global warming, seems like we wouldn't want to wear a heat conductor"
1,"'Congratulations Scott, you didn't mention climate change once' #Budget2016"
1,Jimmy Kimmel has actual scientists exclaiming they're #NotFingWithYou as denies climate change. 😂😂😂😂
0,Progress? Maybe - Half of leading investors ignoring climate change: study via
1,GOPtp: nothing to see here... RT World Bank: The way climate change is really going to hurt us is through water
1,"Every time Fox News denied the proven science of climate change to score political capital, we got one step closer to tonight."
-1,Breaking: Top Climate Change Scientist Admits He Was Wrong - #ClimateChange
-1,Delusional Obama Links Climate Change And Terrorism: - American Thinker - - 273
1,How climate change in arctic could cause tsunamis in UK Our
1,Jimmy Kimmel clip featured more scientists discussing climate change than ABC's top news shows did in a year
0,when you being a lil god's angel and then you remember things like bad memes and global warming exist
1,It might have to be with climate change denier Mike Thompson instead on account of the Fox connection.
1,Ancient Indian aka Vedic India's Solution for Earth Global warming...!
1,"We don't need climate change arguments, we need to stick together for our friends to the North. #YMM"
