1,Y'all still don't believe in global warming SMH
1,Everyone must watch #BeforetheFlood. Great documentary produced by & his team showing effects of climate change. Eye-opening
-1,"you do understand that climate change is natural, not necessarily caused by humans. It snowed in Miami, and the atlantic froze"
0,"Google is being very odd, we know they manipulate search results, but I woke up to a climate change documentary loaded up on YouTube...(1/2)"
1,it's the last day of fucking October and it feels like fucking spring smh shout out fucking global warming one time
0,Niggas asked me what my inspiration was l said global warming.
0,"They ask me my inspiration I tell em global warming, too cozy"
1,Probably the scariest thing you'll watch this Halloween. Leonardo Di Caprio's climate change documentary
1,global warming is so real man.
1,The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL
1,watching docu. Funny you talk up doing something about climate change yet do nothing on #DAPL #NoDAPL #ClimateAction
0,"1 of the benefits of global warming & international terrorism,is that more people are holidaying in England,ill drink to that"
1,He's hot headed and vindictive. He's pro use of nukes. He thinks climate change is a hoax.
1,Thinking wonÃ¢â‚¬â„¢t stop climate change
1,"If you want to fight climate change, you must fight to #StopTPP says '"
1,#beforetheflood taught me more about climate change than my entire formal education!! insightful and bold!!
1,Im constantly on the verge of a climate change rampage WE ARE KILLING EARTH PEOPLE WAKE UP
0,"Trump wins election & he is now a catalyst for climate change in Wash. No more cush jobs, they will be accountable,nopension"
1,Happy Ã°Å¸'â‚¬Ã°Å¸Å½Æ’Ã°Å¸â€¢Â¸! Want to see something truly scary? & made a great documentary about global warming
1,"vows to cancel 'billions' in climate change funds to UN, adds 'I'm an environmentalist'"
1,The new & documentary on climate change #BeforeTheFlood is on Youtube.
0,Damn I wish global warming was this good when I was a kid so I coulda trick or treated in 70 degree weather
0,The worst thing about global warming is it allows people to wear flip-flops in public later on into the year.
1,"270 minutes of debate time, zero questions on climate change or education policy. ISIS! Emails! NAFTA!"
1,Company directors to face penalties for ignoring climate change #auspol politicians should too
1,Coffee must adapt to climate change and requires industry wide coordination.
1,If global warming continues at the current pace it will change the Mediterranean regi ... #Tattoos #Funny #DIY
1,Lake response to climate change: water clarity may be as imp as air temp. New in L&O Letters ¢â‚¬Â¦
1,Saving forests is crucial to fighting climate change. WWF's Josefina BraÃƒÂ±a-Varela blogs for #BeforetheFlood
1,for president... now he just needs to realize the reality of climate change amongst a few other things #ivoted
1,"stp with the global climate change, put your efforts toward selling the sizzel EV's and PV's the key is more homes with solar #solarchat"
1,Leo's climate change documentary is so epic. He's amazing.
0,HereÃ¢â‚¬â„¢s what you need to know about Leonardo DiCaprioÃ¢â‚¬â„¢s climate change film.
1,Uncoupling emissions growth and economic expansion is important for slowing climate change
0,People who denounce climate change be like
0,"Stream Before the Flood, a new film about climate change by & Fisher Stevens, for free."
1,#Halloween's ok but if you really wanna get scared watch the new ¢â‚¬â€¹ climate change doc with
1,That climate change story you've always wanted to tell? Now's the time. #ClimateAction Film Contest.
0,Watch Leonardo DiCaprio's climate change doc #BeforeTheFlood for free online
0,polar bears for global warming.
1,Before the Flood - National Geographic - Join Leonardo DiCaprio as he explores the topic of climate change.
1,climate change is not the only thing of importance going on in the world. Role of govt is not to try to be the sun.
1,Fuck all the people who don't believe in global warming it's real and we need to actually need to pay attention to it
1,"If scientists can't convince the US that climate change is real, how can its citizens convince eachother to change?"
1,We don't need to be an indigenous person to show support. Its time to treat the NATIVE right and take climate change seriously #NoDAPL
0,Be sure to personally invite me to this like you said you did at the climate change forum. Never got it
1,This is what it's like to be a young climate scientist in the age of climate change
1,Join LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now!
1,Join as he searches for answers on the issue of climate change. #BeforeTheFlood starts now!
0,"Innocent babes not getting tattooed, still branded children of the climate change era. #Birthmark"
0,You can watch Leonardo DiCaprio's climate change documentary right here
0,"the main goal is to protect species from over fishing and allow them to repopulate, not to protect them from global warming"
0,"My little Owlette saved halloween, the election, climate change, and negativity. She's SO SPECIAL!!!"
0,I want this but I live in Texas and every season is now global warming
1,"Remember when #Trump bragged about committing sexual assault, disregarded the Geneva conventions, and called climate change a hoax?"
1,Meet who is leading a charge against climate change with #GenerationRYSE
1,If you haven't watched this yet you really need to. climate change is only going to get worse.
1,And people say global warming doesn't exist. So that's why we have summer weather in fall right? Okay.Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š
0,Nigga asked me what's my inspiration I said global warming
1,That's crazy that some politicians still don't believe in global warming.
1,I doubt this would work. Plus it added more to existing pollution levels and worsened global warming
0,Polar bears for global warming. Fish for water pollution.
0,Americans are even less worried about Russia than climate change.
1,"#ClimateChange: For New York, climate change is an immediate existential threat."
1,It's almost 90 degrees outside on Halloween and some of y'all are still denying the legitimacy of global warming Ã°Å¸Â¤â€
0,¢â‚¬â„¢s new climate change film is now streaming #BeforeTheFlood
1,"Very good, impactful doc from got to take big steps for a positive climate change #climatechange"
1,thank you for the eye opening documentary. If you want a real and true portrait of climate change watch #BeforeTheFlood NOW!!
1,I'm not even ready to watch Before the Flood bc it's gonna make me hella emotional & angry at people for not caring about global warming
-1,"Why don't you fucking global warming idiots just go away,! Get a real job for a change'."
1,Watching Bill Nye the Science Guy special on climate change. One dude just leaves us 15 more years to survive. Doomed
0,polar bears for climate change
1,"Supreme Court, building on healthcare, climate change...#ButHillarysEmails"
1,Need bedtime reading? Our modeling paper on the effects of realistic climate change on food webs is out!
1,For the good of the planet: a series of four courses on local actions for climate change.
0,is this climate change or just weather?
1,#Halloween's ok but if you really wanna get scared watchnewÃ¢â‚¬â€¹ climate change doc with ¢â‚¬Â¦
1,Leo DiCaprio whining about his future kids not being able to see snow when the best way to stop climate change is to not have kids. Ã°Å¸Ëœ'
0,National GeographicÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube via #thenextweb
0,"sister, and his views on the pipelines, climate change issues is endgame for me. I can't do it."
1,A must watch documentary on global warming.
1,#NationalGeographicÃ¢â‚¬â„¢s climate change documentary with #LeonardoDiCaprio is now on #YouTube!
0,In the end of October CAREC experts on climate change and sustainable energy met with Nazarbayev UniversityÃ¢â‚¬â„¢s team
1,Highly recommend #BeforeTheFlood documentary on climate change for a truly terrifying wake up call this Halloween.
1,"Not a single question about climate change in all 3 debates. Sad. No, really - sad."
1,5 ways climate change is affecting our oceans.
1,Keynote: Modeling impacts of climate change- what are information needs? Tim Carter Finnish Env Institute #SASAS2016
-1,"It's freezing outside, where the hell is 'global warming'??"
1,Soils help to combat and adapt to climate change by playing a key role in the carbon cycle via
1,That's right. Aqueduct has an indoor studio. With climate change we can expect more aberrations at Belmont in the future.
1,"why do people defend the leading cause of climate change, deforestation, pollution etc get over it it's meat"
0,National GeographicÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube
1,Leonardo DiCaprio's documentary on climate change slays! Ã°Å¸Ëœï†Ã°Å¸Ëœï†Ã°Å¸Ëœï†Ã°Å¸Å’Å½Ã¢ï†Â¤Ã¯Â¸ï† Give it a watch on YouTube!
0,NatGeoÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube by #jokoanwar via
1,Are we ready to take the necessary steps to reduce climate change through revolutionary energy evolution? #COP22
0,#BeforeTheFlood a documentary on climate change Ã°Å¸ï†Â³Ã°Å¸ï†Â¼Ã°Å¸ï†Â§
-1,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.
0,#blast caused by cow farts global warming and HRCs hot lying air
0,Meet the unopposed Assembly candidate who says climate change is a good thing that hurts 'enemies on the equator'
0,"Fiduciary duties of directors & trustees post Paris COP21 ratification re climate change, a clear legal risk"
0,You can now watch Leonardo DiCaprioÃ¢â‚¬â„¢s climate change doc online for free
1,Lisbon will likely be in the middle of a desert by 2100 if we donÃ¢â‚¬â„¢t mitigate climate change via
1,The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse
1,We need to educate local communities about climate change & local strategies to tackle it- Mr Mungwe.
0,"no paying taxes, give USA away for Putin, investment from China, sexual assaults,stupid 'bout climate change'll make us sink"
1,You need to watch Nat Geo's 'Before the Flood' with Leonardo DiCaprio. The most shocking and inspiring film on climate change.
-1,Man has no significant effect on climate! Hence the name change from global warming hoax to climate change hoax!
1,Minister's Op-Ed on Protecting the #GreatBarrierReef. No mention of tackling #climate change.
0,"Rest assured, wine lovers, your favourite tipple will adapt to climate change"
0,Puffles (*notes*) Home Builders Federation try to strike CC/1 on mitigation & climate change from plan
0,WeÃ¢â‚¬â„¢ve announced the creation of a new expert panel to help scrutinise progress on climate change
0,Makes a free movie to raise awareness about climate change #9GAG
0,Video lecture: the crisis in Syria and role of climate change
0,Makes a free movie to raise awareness about climate change
1,"Globally, women are often more vulnerable to the effects of climate change than men"
1,You might mention that Hilary Clinton strongly endorses science and believes climate change is real.
1,Looking forward to #ssnconf16 tomorrow? Us too! Get in the climate change mood with our new newsletter MORE &gt;&gt;
1,"Been watching #BeforeTheFlood this evening, I hope it helps inspire people to act to stop climate change - now!"
0,Deny climate change 'I pay my taxes' (but probably not)
0,NatGeoÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube
1,"We don't need a 'warÃ¢â‚¬â„¢ on climate change, we need a revolution"
1,Startling images from around the globe help us hone in on climate change
1,"Thank you, , for this film & continuing to raise awareness about climate change."
0,1st November??? Surely no such thing as #global warming
0,75 degrees in Chicago on November 1st...global warming but aye it's bussin
0,What if this is the angle with which we can create a coherent response to climate change?
0,press. #Clinton emails. #Trump calls global warming a chinese hoax. Clinton emails. Trump praises #Putin and
0,"US Election: 1 week to go. Read the latest research on climate change, the economy, education and more"
0,Hilary should appoint Barak and Matt to handle climate change.
0,meaning the climate change pact likely has massive kickbacks for China
1,Cartoon: If the media covered climate change the way it covers Hillary's email
1,A high of 74 today the first day of November yep global warming is fake
0,"'Asked me what my inspiration was, I said global warming.' #youtoofuckingcozy"
0,¢â‚¬â„¢s climate change documentary #BeforeTheFlood is streaming online right now: Ã°Å¸â€œÂ½
-1,"80 degrees in November Ã°Å¸ËœÅ“Ã°Å¸â€˜Å’Ã°Å¸Å’Â´but global warming isn't real, liberals Ã°Å¸â„¢â€¦Ã°Å¸ï†Â»Ã°Å¸â€˜Å½Ã°Å¸ËœÂ¡"
1,I clicked to stop global warming 
1,Great read: #Indian farmers fight against climate change using 'secret' weapon: Trees
1,The effect of climate change on the food chain is huge Ã°Å¸ï†Â¼ #animals #biodiversity #species
0,When youre enjoying the warm weather but you lowkey know its because of global warming
1,Time for Christmas music...but global warming won't let me get in the mood
1,November 1 the high is 85 and the dude running for president doesn't think global warming is real
1,#AHSS1190 How do you plan on convincing citizens that climate change is real & an important issue
0,I hope global warming keeps it 84 and sunny in southern florida for the rest of our lives.
0,"wow, 64 degrees in November?! this is global warming at its finest"
1,"Before the Flood: Watch this riveting, terrifying documentary on climate change"
1,And says climate change is a hoax. This will ensure America will be the bully that destroys earth. Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡
1,"Planet Earth has power. It doesn't ask: climate change, real? But it asks: what's this marvelous world worth to you?"
1,Meeting the worldÃ¢â‚¬â„¢s need for affordable energy is perhaps the most urgent aspect of our response to climate change
0,Before the Flood: Leonardo DiCaprioÃ¢â‚¬â„¢s climate change documentary... via
1,"not this year apparently, global warming kill us all"
1,Trump calls global warming a Chinese hoax. Clinton emails.
0,Thank you global warming for giving us nice weather in November
1,pls don't tell my global warming isn't real when the high today is pushing 90 degrees Ã°Å¸â„¢Æ’
1,Nails it! 'This company is designing floating buildings to combat climate change disasters'
-1,hmmmm climate change isn't real!
0,"Niggas asked me what my inspiration was, I told'em global warming, you feel me? #cozy"
1,It's 80 degrees on november first climate change is real we're in a drought the reef is dead bees are dying donald trump might be president
1,That's a good one. Shouldn't he be out denying climate change?
1,I don't know why people are happy over the fact it's 70 degrees out in November. It's called global warming.
1,How do people chose to not believe in climate change
1,70's in November? I officially believe in global warming
0,Hillary Clinton not (evidently) to blame for global warming--GOP doesn't 'believe' in global warming.
1,Exxon Mobil sued over climate change cover-up Ã¢Å¾Â¡Ã¯Â¸ï† by via Back #JILL & support renewables
1,China criticizes Trump's plan to exit climate change pact... CHINA!! Dude?!
0,Thoughts on #BeforetheFlood + global warming in the next #Vlog? ;-)
1,if you don't believe in global warming now then I truly don't know what to tell you
1,Centrica is a world leader for action on climate change |
0,He lectures poor Americans about climate change while leaving a million x bigger carbon footprint.
1,Cartoon: If the media covered climate change the way it covers Hillary's email via
1,Before the Flood's free to watch now - film abt how we can prevent catastrophic climate change disruption
1,"Because if you are a denier of climate change, you are a denier of your own existence."
0,So apparently what global warming means for me is spending a lot of time being furious that it's warm & sunny #iwantFALL
0,Niggas asked me what my inspiration was i told em global warming
1,'s #BeforeTheFlood is such a masterpiece. Never knew so many things were associated with global warming.
-1,Sorry. I don't believe in climate change. I think it's a big sham to get more tax dollars that should be going elsewhere.
0,Who the fuck taught to monopolize global warming... I'm spending $4.25 on a powerade to keep my ass alive in this heat
1,"Instead they spent 6 years blocking all progress, denying global warming and attempting to nix the ACA, great job!!!!"
0,"Before the Flood is a documentary about climate change and global warming, narrated by Leo DiCaprio as UN's messenger of peace (not actor)."
1,"'In terms of climate change, the debate is over.' - #StrongerTogether"
0,A comic-book cure for climate change
1,"#NoDAPL: Either doesn't actually believe in climate change, or he's willing to shelve it for big business. Think about it #Berners"
0,Minnesota?? I want fall weather not winter weatherÃ°Å¸Ëœâ€˜. This is global warming at its finest Ã°Å¸â€˜Å½Ã°Å¸ï†Â¾
0,ICYMI: The US and China support action on climate change. Trump and Putin support the US not defending NATO allies
0,74 in November. s/o climate change
1,"If we want to combat climate change, we must re-engineer our landfills"
1,How will climate change alter the ecosystems of the Mediterranean? Read the research: ($)
1,"The Chinese understand what's at stake here. In rare move, China criticizes Trump plan to exit climate change pact"
1,was playing Christmas music at 12:01 AM. Well jokes on you Lucas it's 73 out rn and global warming is coming before Christmas
1,12 reports to read before the #climate summit | Climate Home - climate change news via #ActOnClimate
1,Fantastic day inspired by ambitious Scottish Public Sector action on climate change #ssnconf16
0,I like how we're all just ignoring global warming lol Ã¢ËœÂ¹Ã¯Â¸ï†
-1,Obviously Istanbul is expecting some wicked climate change soon
0,"Yeah, Leo DiCaprio travels the world to tackle climate change *on emissions-spewing private jets and superyachts*."
0,An upside to climate change is that I'm wearing shorts and t-shirt on November 1.
1,Want to help help fight climate change? Simple Ã¢â‚¬â€Ã‚ go vegan. #WorldVeganDay.
1,"So. The Green party candidate has endorsed a dude who says climate change is a hoax. Feel shame, Stein voters."
1,Hey its november and its 83 degrees. Continue to tell me that climate change is a myth pls
1,But I thought climate change wasn't a real thing and science is fake?
1,"'We've got a big public health problem here with climate change' -Bob Perkowitz, President"
0,research analyst environmental and climate change programs: BS/BA with coursework in environmental... #ClimateChange
1,Scientists say these 9 cities are likely to escape major climate change threats. Can you guess where they are?
1,"Brace yourself for a bitterly cold winter, as climate change shifts the polar vortex"
1,like police brutality or global warming or animal endangerment. not something petty like a damn green cup.
1,"Watch Before the Flood, an urgent call to arms about climate change #misc #feedly"
0,I knew if it warmed up that someone would pull that climate change shit... Not saying it doesn't exist but come on
1,84 degrees in Atlanta......in November..........do you still believe that global warming is not happening???
1,It's literally 75Ã‚Â° outside and it's november 1st global warming can
0,If you aren't watching Leonardo's documentary on climate change then wyd
0,come on motherfucker I'm getting real bored & fuck climate change
1,Importance of climate change emergency prep work
0,You can watch Leonardo DiCaprio's climate change documentary right here #climatechange
-1,Liberals changed the term 'global warming' to 'climate change'; because it didn't. Only a $ laundering for Plutocracy #PoliticallyReactive
0,Trump has secret island where he is making climate change accelerator!
1,"#Wisconsin people, climate change is real Vote #democrat Stand against and show him actions speak louder"
1,Government has failed 'Australian business woefully unprepared for climate change post Paris agreement' #auspol
1,"ahem, ahem, [coughing on smog] sorry. anyways, global warming isn't real"
1,It's fucking November and I'm still in t shirts and track shorts. You can't tell me climate change isn't real.
1,"I used to look the other way at climate change issues, till I had to pay attention. It's real and saddening. We are killing everything."
1,"76 on November 1st? Fuck this shit if you don't think climate change is real, wake the fuck up"
0,Leo Dicaprio is seriously concerned about climate change. Except when Canne film festival is on. Then he's concerned about boats and pussy.
1,"Eating meat is a leading cause of habitat destruction, species extinction and climate change"
1,SPPI is a green advocate and helps in the preservation of more trees to help curb climate change. #exteriorpainters
1,73 degrees on November 1st.. But global warming isn't real right?
1,I do not understand how people still don't believe in climate change
1,It's November 1st and the high today is 85Ã‚Â° yet somehow people still say global warming isn't real. Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’
1,Everyone pls watch documentary #BeforetheFlood It is an important/interesting look at climate change.
1,"We really don't have time to play politics with climate change, we need to start hurrying it along."
1,First day of November and the high was 88 degrees. Good thing climate change isn't real.
1,the weather SAYS '75 degrees' but it MEANS 'global warming'
1,Seriously? They're endorsing someone that denies global warming. They should be ashamed.
1,I don't think Rubio is gonna lose although I'm not afraid to say he doesn't have my vote. 2017 and still denying climate changeÃ°Å¸â€˜Å½
1,"No, climate change is NOT a Ã¢â‚¬Ëœnatural cycle.Ã¢â‚¬â„¢ 10 ways we can tell humans are affecting it"
1,"v upset on this, the most beautiful day of 2016, because a) I didn't bring my camera to campus and b) climate change is terrifying"
0,Yo your mcm doesn't believe in climate change
1,We rly need to start listening to Leonardo DiCaprio because global warming is real & happening like how tf is it 80 degrees in November
1,What sparked global warming? People did. HereÃ¢â‚¬â„¢s how.
0,Here's how to watch Leonardo DiCaprio's climate change documentary for free online
1,"First day of November, but it feels more like June. And then we have all these people dismissing the subject of climate change. Ã°Å¸â€˜â‚¬"
-1,"The Russians did it - oh wait, is this when we blame global warming"
0,Fact? I think #Geo #Engineering is mainly to try to get a grip of climate change personally
1,Of course one candidate believes in the science of climate change the other dismisses it.
1,The real battle against climate change won't be fought in airconditioned meeting rooms.
1,One of the easiest ways to help combat climate change is to stop eating beef #BeforeTheFlood #RacingExtinction
1,Thanks for the great documentary on climate change. It really hit home! Please check out this project
1,don't come at me talking reckless about global warming not being real when it's 80 degrees in November.
0,"It's November is Wisconsin and I just mowed my lawn. If this is a result of global warming, then we're on the right track!"
1,@ global warming ur ruining my fall pls stop
1,I voted!!! Yes I voted for the crooked nasty evil one! Mostly because she believes global climate change is real. #imwithnasty
0,Leonardo DiCaprio's climate change documentary is free for a week - Mashable
1,"#ForeignPolicy spans from dealing with other nations on global issues like, energy and climate change to trade. #FP2016election"
1,happy november the high temperature is still in the 80s global warming is real and the natural progression of time means nothing
0,"I certainly agree 2 the climate change argument, interconnectedness is not a threat."
1,Oil & gas as part of the solution to global warming: materials. Read
1,you need to believe in climate change! Do it and you have my vote. If not it's going to
1,re why should we invest in retirement when there's a high chance we'll die young from climate change?
-1,"Asshole Leo dick-crappio made a climate change film(yawn). No one cares. Still, I put him on lifetime shunlist."
1,I can't believe people actually believe climate change isn't real. Wow. We do deserve to become extinct.
1,"When China calls out Donald Trump on climate change, you know itÃ¢â‚¬â„¢s bad"
0,people touch the tippy top the the ice berg and think they can start global warming
-1,more aviation fuel burned impacting the climate change hoax
0,Except this one chick who's watching that Leonardo DiCaprio documentary about climate change. #Boo #NoChicagoPride #ScienceIsBad
0,Polar bears for global warming
1,people who complain about how hot it is outside still but deny global warming
1,"I'm just gonna put this out there.. If you don't believe in climate change or that racism doesn't exist, just unfollow me from life."
0,Our new easier-to-use website full of materials on climate change and the law
1,#BeforeTheFlood: Watch new documentary on tackling climate change. It's all up to us. ¢â‚¬Â¦
1,#DonaldTrump and #HillaryClinton need to get the message that the answer to global warming is not nuclear winter!Ã°Å¸Ëœâ€
0,global warming. Look up the origin - agenda 21 - 'one common enemy.'
1,The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse #oceanpessimism
0,my heart says nice weather but my brain is saying global warming
1,Plant-based protein increases food security & helps mitigate climate change
1,Is India in the throes of a fever outbreak? Urbanisation and climate change help spread of mosquito #switch2sendai
1,Whether you believe in climate change or not it's common fucking sense that we can't live without clean water and oxygen??
0,Putin got to you too Jill ! Trump doesn't believe in climate change at all Thinks it's s hoax
0,Leonardo DiCaprio is on a mission to fight against climate change. 'Before The Flood' [whole film]
1,"Toomey opposes Abortion, Gay Marriage, pro-business, anti-consumer, anti-worker, anti-poor, denies climate change. VOTE ¢â‚¬Â¦"
1,"Guys, go watch National Geographic / L. DiCaprio's doc on climate change, Before the Flood. It's free so no excuses."
1,How do people argue climate change??
0,Starts today in Marrakesh: conf. on indigenous knowledge & climate change
1,"Standing Rock, climate change, bees becoming endangered, political corruption, & ppl still would rather watch the Kardashians and be sheep.Ã°Å¸â€˜ï†"
1,"Harvest the sun during drought and the rain during floods, flow with the current of climate change."
1,Adapting to climate change a major challenge for forests
1,climate change is the greatest issue facing our generation and world.
1,Fuck you guys global warming is serious as hell.
0,"No, it is when hell freezes over - climate change!"
0,#climatechange - Here's how to watch Leonardo DiCaprio's climate change documentary for free online
1,"Women's rights, and climate change. Two reasons Trump needs to lose, and hopefully Democrats gain senate majority."
1,It's not just Trump: GOP has made a pledge to corporate polluters to block action on climate change #unacceptable
0,when i was a kid i always thought all star was about global warming
-1,"It is complete madness to think humans can alter climate change, King Canute tried, & look what happened to him. GLUG, GLUG."
0,pretty sure I saw an article saying that we'd get more global warming after brexit. Maybe it was on a bus?
1,Overfishing could be the next problem for climate change
0,"Oh for Christ's sake, why not say border walls will make climate change worse? For cryin' out loud report on REAL NEWS?"
1,"Proportionally, human sources climate change is enormous. Climate changing rapidly."
1,"Doug Edmeades (Prof. Rowarth's partner in EPA crime) is an 'out' climate change denier. Surprise, surprise."
1,Coal restrictions are via executive actions. Donald WILL undo Obama's actions. Horrible climate change. It's not Cog Diff.
0,"Dear Icebergs, Sorry to hear about global warming, Karma is a bitch, Sincerely, The Titanic."
1,"Anybody who denies climate change, an existential threat to our society, is not qualified to lead at all at any social level."
1,"Leonardo Dicaprio documentary on climate change is scary, we have all ruined earth Ã°Å¸â„¢Ë†"
1,Overfishing could be the next problem for climate change via
1,FT: Martin Wolf: That the US presidential campaign has unfolded without a focus on climate change is astounding
1,Martin Wolf: That the US presidential campaign has unfolded without a focus on climate change is astounding
1,says we MUST stop Dakota pipeline. says we must 'reroute.' Who's got the better legacy on climate change? Your call!
1,Excellent piece by on why denial is America's predominant political response to climate change.
0,Weds: Dangerous political speech & how it can incite violence. Then: Where Clinton and Trump stand on climate changeÃ¢â€ '
0,Tell me global warming doesn't exist
1,Before the Flood--Leonardo DiCaprio speaks to scientists & world leaders about climate change #climatechange
1,$V #TreeH:Here's one effective solution to climate change: Put a price on carbon.
1,"20)Unchecked climate change & a future where they may starve, lacking water and food."
1,93% of all climate change studies support the claim that the earth's climate is warming at an alarming rate. 93%
1,The effects of climate change are all around us if youÃ¢â‚¬â„¢re only willing to open your eyes.' via
0,"they asked what my inspiration was, I told em global warming."
1,"Check out the new documentary atyoutube channel: Before the Flood. On climate change, with"
0,Finally done with the UNCC: Introductory E-Course on climate change. Thanks
0,"Jack Black calls 2x about #Florida's lack of action on #climate change, can't get thru"
0,Kinda makes you think that the goal of enviros isn't really to fight climate change.
-1,good morning everyone except not those annoying orange climate change ppl
-1,Who is driving the climate change alarmism? Listen and find out! - Climate Change: What Do Scientists Say?
0,"Explains that there are good solutions to #climate change, but environmentalists are blocking them."
1,It's so hard to refute the facts around climate change after watching Leo's documentary.
1,12 #globalgoals are directly linked to climate change. The #ParisAgreement is... by #ClimateReality via
0,global warming has actually been calm we're still at like 12 degree weather everyday
1,The Vita Green Impact Fund is exactly the right investment vehicle for #SDGs & climate change mitigation
1,it's 80 degrees in november and people wanna think global warming isn't real
1,Some clear and concise info on climate change.
