"sentiment","message","tweetid"
-1,"It's freezing outside, where the hell is 'global warming'??",793342333072932864
-1,"The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.",793362236177805312
1,"Uncoupling emissions growth and economic expansion is important for slowing climate change",793370020416020480
1,"Lisbon will likely be in the middle of a desert by 2100 if we don’t mitigate climate change via",793372624319569920
1,"The ocean is losing its breath – and climate change is making it worse",793377546524094464
1,"We need to educate local communities about climate change & local strategies to tackle it- Mr Mungwe.",793388978431004673
0,"no paying taxes, give USA away for Putin, investment from China, sexual assaults,stupid 'bout climate change'll make us sink",793389003030474752
1,"12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.",793392174335336448
-1,"Man has no significant effect on climate! Hence the name change from global warming hoax to climate change hoax!",793392468767150085
1,"Minister's Op-Ed on Protecting the #GreatBarrierReef. No mention of tackling #climate change.",793393523760386048
1,"Great piece: 'Building against climate change can either support vibrant neighborhood conditions or undermine them':",793393805512826881
0,"Rest assured, wine lovers, your favourite tipple will adapt to climate change",793399186439962624
1,"#Russia a 'growing threat' say MI5. Not up for discussion: tangible threats such as climate change, austerity, fore",793401130587791360
1,"Political jibberish does not outweigh the fact that climate change is already beginning to damage world economies. #Electio",793402117134450688
1,"You might mention that Hilary Clinton strongly endorses science and believes climate change is real.",793412760755396608
1,"Been watching #BeforeTheFlood this evening, I hope it helps inspire people to act to stop climate change - now!",793414919509057536
0,"im telling u obama is behind it cuz global warming issues. 2 in matter of weeks. We've never had this...",793423438543151104
0,"Deny climate change 'I pay my taxes' (but probably not)",793424101096513536
1,"IF Millennials do NOT get out and vote we are doomed.This is OUR future.Lets do this.Fixing climate change, womens' rig...",793426718627336192
1,"We don't need a 'war’ on climate change, we need a revolution",793427262058164224
0,"Discourse around #NoDAPL should focus on how Native ppl have the right to defend themselves. Not just climate change",793427907540578305
1,"Tomorrow's Nov. 1st and it's suppose to be in the 70s but global warming isn't a thing y'all. No need to worry. It's fine...",793428595066691584
0,"1st November??? Surely no such thing as #global warming",793432262838718465
1,"FT: Martin Wolf: That the US presidential campaign has unfolded without a focus on climate change is astounding",793783123620335616
1,"Today's #Smog is a good reminder that climate change has no borders, & we, as South Asians, must co-operate for our...",793784865854545920
1,"One of the easiest ways to help combat climate change is to stop eating beef #BeforeTheFlood #RacingExtinction",793784906774118401
0,"New climate change web site attacks nuclear power while nuclear plant closures increase CO2 emissions.",793787828127698945
1,"says we MUST stop Dakota pipeline. says we must 'reroute.' Who's got the better legacy on climate change? Your call!",793789680638685184
1,"Imagine trying to convince yourself that global warming isn't real and instead a conspiracy. Wake up, before it's t...",793798218849083392
0,"New blog up about soil carbon sequestration as a climate change solution and vehicle for ecological restoration:...",793799608325574656
1,"Toomey opposes Abortion, Gay Marriage, pro-business, anti-consumer, anti-worker, anti-poor, denies climate change. VOTE",793801994267860993
1,"Here's one effective solution to climate change: Put a price on carbon.",793805427146383360
1,"The effects of climate change are all around us if you’re only willing to open your eyes.'",793812641189953536
0,"they asked what my inspiration was, I told em global warming.",793819385689505793
0,"Kinda makes you think that the goal of enviros isn't really to fight climate change.",793826832999182336
-1,"good morning everyone except not those annoying orange climate change ppl",793830408655888384
-1,"Who is driving the climate change alarmism? Listen and find out! - Climate Change: What Do Scientists Say?",793830419632300032
0,"Explains that there are good solutions to #climate change, but environmentalists are blocking them.",793835324829003778
1,"When you know this unusually warm weather in October is due to global warming and climate change but you still kind...",793835829030424576
1,"It's so hard to refute the facts around climate change after watching Leo's documentary.",793835867945263104
0,"global warming has actually been calm we're still at like 12 degree weather everyday",793837918569848832
1,"Animal agriculture is a major cause of global warming which is raising sea levels so Venice might disappear and IWANTTO...",793838422960050177
1,"it's 80 degrees in november and people wanna think global warming isn't real",793842492730900481
0,"cold weather is my time to shine and global warming is really messing that up for me.",793843966810681344
0,"why do we project what climate change will look like 30 years from now? Why not 1 year?",793844334898606080
0,"Ok calm down global warming because I i just put away my shorts.",793844502956040192
1,"'...we face, income inequality, climate change, student debt - This moment in history is not the time for a protest vote.- B...",793845520162848774
1,"When you know this unusually warm weather in October is due to global warming and climate change but you still kind...",793848025278013440
1,"'He doesn't believe in climate change! Do you know how dumb you have to be to not believe in climate change?!'",793850666871644161
1,"I feel like ending world hunger, saving animals from extinction, solving our climate change problem, and reforming our judicial system today",793854653939195906
1,"From college affordability to climate change, 'Hillary Clinton’s values are Millennial values.'",793858265113300993
1,"Martin Wolf: That the US presidential campaign has unfolded without a focus on climate change is astounding",793859343074594816
0,"Reporter: Trump, what are your thoughts on global warming? Trump: Rearrange 'Miracles' and you get 'Car Slime' This me...",793860460781207553
0,"Clinton: I believe in science. I believe that climate change is real. (Convention speech)",793861471620861952
-1,"hate to burst your bubble but man made climate change ain't real and the environments doing just fine.",793863132628254720
1,"I just joined in combating climate change. Take action #BeforeTheFlood",793863177855315969
-1,"More fiddled global warming data: US has actually been cooling since the Thirties",793865689685594113
0,"There's gotta be at least a 70% correlation between who's wearing sweatpants on campus right now and who believes climate change is a myth",793866597433769988
1,"idk how people do not believe in global warming. thats wild",793867986473979909
-1,"..........and farting is the blame for global warming, jack a$$...I don't believe in global warming...just so you know!",793873277332647936
1,"Thanks, Obama...for making the U.S. more prepared to face the impacts of climate change",793873375592587264
1,"Keep in mind it's November and it's the Midwest. You, know, that climate change thing. The one that's not a Chinese hoax.",793875035488415744
1,"I don't understand how people can think that climate change isn't real. You honestly have to be a special kind of stupid.",793875344331792384
1,"Doug Edmeades (Prof. Rowarth's partner in EPA crime) is an 'out' climate change denier. Surprise, surprise.",793876630858977280
1,"It took 89 degree temperature in November and ocean reefs to die for y'all to realize global warming does,in fact, exist.",793880384266117120
1,"It's the beginning of November n I'm wearing jeans n a t shirt n sweating but y'all still think global warming doesn't exist",793881699910234112
0,"'It's so warm outside because of climate change.' HA don't be naive. We all know it's because the Cubs are in the WS...",793881775189536768
1,"It's time for our leaders to stop talking about climate change & working together to solve it. Agree? Add your name:",793886995370090496
